Serial_no,Date,Test_No,Tested_by,Witnessed_by,COMP1,COMP2,Test_Instrument,Humidity,Instrument_Serial_No,Ambient_temp,Calibration_Date,Oil_temp,Oil_temp_max,Winding_Temp,Winding_temp_HV,Winding_temp_HV_max,Winding_temp_LV,Winding_temp_LV_max,Service_tap,Active_power,Current,Reactive_power,Voltage_kV,Real_power,HVB_result,HVB_remark,NBH_result,NBH_remark,LVB_result,LVB_remark,NBL_result,NBL_remark,SA_result,SA_remark,Maintank_result,Maintank_remark,Conservator_result,Conservator_remark,Radiator_result,Radiator_remark,HV_bushing_result,HV_bushing_remark,NB_result,NB_remark,LV_bushing_result,LV_bushing_remark,Pipe_line_result,Pipe_line_remark,Sampling_valve_result,Sampling_valve_remark,Isolate_valve_result,Isolate_valve_remark,Drain_valve_result,Drain_valve_remark,Radiator_valve_result,Radiator_valve_remark,BCT_terminal_result,BCT_terminal_remark,Buchholz1_relay_result,Buchholz1_relay_remark,Pressure_relief_result,Pressure_relief_remark,Oil_level_M_result,Oil_level_M_remark,Oil_level_O_result,Oil_level_O_remark,Oil_temp_indicator_result,Oil_temp_indicator_remark,Oil_temp_sw_result,Oil_temp_sw_remark,HVW_temp_indicator_result,HVW_temp_indicator_remark,HVW_temp_sw_result,HVW_temp_sw_remark,LVW_temp_indicator_result,LVW_temp_indicator_remark,LVW_temp_sw_result,LVW_temp_sw_remark,Buchholz2_relay_result,Buchholz2_relay_remark,Pressure_relief_device_result,Pressure_relief_device_remark,Suddent_pressure_device_result,Suddent_pressure_device_remark,Rapid_pressure_device_result,Rapid_pressure_device_remark,Rubber_bag_detector_result,Rubber_bag_detector_remark,OLTC_Oil_surge_relay_result,OLTC_Oil_surge_relay_remark,OLTC_Pressure_relief_device_result,OLTC_Pressure_relief_device_remark,OLTC_Oil_Filter_pressure_result,OLTC_Oil_Filter_pressure_remark,Surface_painting_Main_Tank_result,Surface_painting_Main_Tank_remark,Surface_painting_Radiator_fins_result,Surface_painting_Radiator_fins_remark,Foundation_condition_result,Foundation_condition_remark,Transfomer_Earthing_connection_result,Transfomer_Earthing_connection_remark,Fence_Earthing_connection_result,Fence_Earthing_connection_remark,NGR_result,NGR_remark,NGR_resistance_ohm,NGR_resistance_ohm_remark,GND_resistance_Ohm,GND_resistance_Ohm_remark,Main_Conservator_Tank_result,Main_Conservator_Tank_remark,OLTC_Tank_result,OLTC_Tank_remark,LV_Bushing_terminals_box_result,LV_Bushing_terminals_box_remark,Physical1_condition_result,Physical1_condition_remark,Terminal_and_wiring_and_cable_result,Terminal_and_wiring_and_cable_remark,Bolt_and_nut_connection_result,Bolt_and_nut_connection_remark,Cooling_fans_result,Cooling_fans_remark,Cooling_fans_panel_result,Cooling_fans_panel_remark,Operation_test_cooling_fans_result,Operation_test_cooling_fans_remark,Condition_of_cooling_pump_result,Condition_of_cooling_pump_remark,Operation_test_cooling_pump_result,Operation_test_cooling_pump_remark,Condition_of_OLTC_Panel_result,Condition_of_OLTC_Panel_remark,Operation_counter,Operation_counter_remark,Inspection_for_Motor_drive_unit,Inspection_for_Motor_drive_unit_remark,Proper_step_by_step_operation,Proper_step_by_step_operation_remark,Proper_operation_of_hand_crank,Proper_operation_of_hand_crank_remark,Proper_hand_crank_interlock,Proper_hand_crank_interlock_remark,Indication_and_counter_operation_result,Indication_and_counter_operation_remark,Oil_filter_unit_operation_test_and_record_pressure_result,Oil_filter_unit_operation_test_and_record_pressure_remark,Phase_A,Phase_A_remark,Phase_B,Phase_B_remark,Phase_C,Phase_C_remark,Physical2_condition_result,Physical2_condition_remark,Check_all_alarm_annunciator_result,Check_all_alarm_annunciator_remark,Lamp_test_result,Lamp_test_remark,Condition_space_heater_result,Condition_space_heater_remark,Condition_of_lighting_result,Condition_of_lighting_remark,Others,Visual_Result,Bushing_Result,Arrester_Result,OLTC_Result,pic1,pic2,pic3,pic4,pic5,pic6,comment1,comment2,comment3,comment4,comment5,comment6
9724076,12/21/2021,211050308,Mr.Jirasak S.,,GPSC,,,,,,,40,50,,,,35,50,N,,,,,,Normal,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Abnormal,Oil leak,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,> +25 C,Normal,> +25 C,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,2097,Not Available,,,,,,,,Normal,,Normal,,Not Available,,Normal,,Normal,,,Normal,Normal,Not Available,Normal,,,,,,,Oil leak at HV cable box,,,,,
EDP004301,2/5/2018,-,Mr.Phanuphong I.,Mr.Pitsanuvet K.,TIS,GLOW,,,,32,,35,73,,,,,,,-,-,-,-,-,Normal,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,,,,,,,Normal,,Normal,,Normal,,Normal,,Normal,,,Normal,Normal,Not Available,Normal,1588213711-,1588213711-,1588213711-,1588213711-,1588213711-,1588213711-,,,,,,
EDP008001,6/21/2018,181071638,Mr.Jirasak Suksakun,,CMT-GLOW,,,65,,30,,38,-,,38,-,-,-,6L,-,-,-,-,-,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,Normal,,Normal,,Normal,,Normal,,Normal,,,Normal,Normal,Normal,Normal,1534908950-,1534908950-,1534908950-,1534908950-,1534908950-,1534908950-,,,,,,
EDP008001,12/15/2018,181097458,Jirasak S.,,GLOW-CMT,,,,,,,48,66,,60,88,,,7,,,,,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,4,Normal,4,Normal,,Normal,,Normal,,Normal,,Select,,Select,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,8494,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,Normal,,Not Available,,Not Available,,Normal,,Normal,,,Normal,Normal,Normal,Normal,1544868533-DSC03824.JPG,1544868533-DSC03819.JPG,1544868533-DSC03823.JPG,1544868533-,1544868533-,1544868533-,Silica gel is normal condition,Main tank oil level is normal condition,OLTC oil level is normal,,,
EDP008001,4/3/2019,,Mr.Jirasak Suksakun,,Glow,GLOW,,57,,33,,48,54,,-,-,49,55,7,-,-,-,-,-,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,4.5,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,8902,Not Available,,-,,-,,-,,Normal,,Normal,,Normal,,Normal,,Normal,,,Normal,Normal,Normal,Normal,1563524241-,1563524241-,1563524241-,1563524241-,1563524241-,1563524241-,,,,,,
EDP008001,4/10/2019,,Jirasak S.,-,GLOW-CMT,GLOW,,-,,-,,48,54,,-,-,49,55,7,-,-,-,-,-,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,4.5,Normal,5,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,8902,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Not Available,,-,,-,,-,,Normal,,Not Available,,Not Available,,Normal,,Normal,,,Normal,Normal,Normal,Normal,1556182560-,1556182560-,1556182560-,1556182560-,1556182560-,1556182560-,,,,,,
EDP008001,8/13/2019,,Mr. Methee M.,,CMT-GLOW,GLOW,,,,34,,50,52,,49,51,-,-,7,,,,,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,8960,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,-,,-,,-,,Normal,,Not Available,,Not Available,,Normal,,Normal,,,Normal,Normal,Normal,Normal,1565685435-,1565685435-,1565685435-,1565685435-,1565685435-,1565685435-,,,,,,
EDP008001,9/24/2019,191045599,Mr.Methee M.,,GLOW-CMT,GLOW,,-,,33,,52,80,,-,-,53,97,8,-,-,-,-,-,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,4.2,Normal,4.5,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,8995,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,-,,-,,-,,Normal,,Not Available,,Normal,,Normal,,Normal,,,Normal,Normal,Normal,Normal,1569300767-,1569300767-,1569300767-,1569300767-,1569300767-,1569300767-,,,,,,
EDP008001,1/8/2020,191057708,Mr.Methee M.,,GLOW-CMT,GLOW,,55,,32,,49,53,,50,54,-,-,7,-,-,-,-,-,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,9030,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,0,,0,,0,,Normal,,Not Available,,Not Available,,Normal,,Normal,,,Normal,Normal,Normal,Normal,1578468485-,1578468485-,1578468485-,1578468485-,1578468485-,1578468485-,,,,,,
EDP008001,7/21/2020,EDP008001,Mr.Methee M.,,GPSC,GPSC,,55,,32,,48,58,,48,58,-,-,7,-,-,-,-,-,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,Replace new silica gel,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,9110,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,0,,0,,0,,Normal,,Not Available,,Normal,,Normal,,Normal,,,Normal,Normal,Normal,Normal,1596017479-IMG3434.JPG,1596017479-,1596017479-,1596017479-,1596017479-,1596017479-,Replace new silica gel,,,,,
EDP008001,9/22/2021,21103449,Mr. Methee Meechitti,,GPSC,,,67,,32,,54,70,,-,-,56,90,8,-,-,-,-,-,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Abnormal,Oil Level Low,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Abnormal,Rubber bag rupture,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,9221,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,0,,0,,0,,Normal,,Not Available,,Not Available,,Normal,,Normal,,,Normal,Normal,Normal,Normal,,,,,,,OLTC oil level limit,OLTC oil level gauge,,,,
EDP008001,2/8/2022,211050239,Mr.Jirasak S.,,GPSC,,,,,,,,,,,,,,,,,,,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,,,,,,,Normal,,Not Available,,Not Available,,Normal,,Normal,,,Normal,Normal,Normal,Normal,,,,,,,Safety talk before start work.,Voltage detector and temporary ground before start work on transformer.,Bushing cleaning.,Electrical test.,Temperature indicator calibration.,Overhaul OLTC
EDP008001,7/7/2022,221024113,Mr.Jirasak S.,,GPSC,,,-,,-,,54,70,,-,-,56,90,8,,,,,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Abnormal,Oil leak at radiator valve 1,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,0,,0,,0,,Normal,,Normal,,Normal,,Normal,,Normal,,,Normal,Normal,Normal,Normal,,,,,,,,,,,,
EDP008001,12/8/2022,221054686,Mr. Methee M.,,GPSC,,,50,,35,,50,60,,-,-,53,64,7,-,-,-,-,-,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,9679,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,0,,0,,0,,Normal,,Normal,,Normal,,Normal,,Normal,,,Normal,Normal,Normal,Normal,,,,,,,,,,,,
EDP008001,3/22/2023,,Mr.Pimchart P.,,GPSC,,,55,,33,,52,60,,-,-,52,66,7,,,,,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Abnormal,Top off radiator vale 1 point,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,,,,,,,Normal,,Normal,,Not Available,,Normal,,Normal,,,Normal,Normal,Normal,Normal,,,,,,,,,,,,
EDP008001,6/20/2023,30000003649,Mr.Jirasak S.,,GPSC,,,-,,-,,69,70,,-,-,74,74,9,,,,,,Normal,,Normal,,Normal,,,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Abnormal,Oil leak at radiator valve.,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Not Available,,,,,,,,Normal,,Normal,,Normal,,Normal,,Normal,,,Normal,Normal,Normal,Normal,,,,,,,Oil leak at Radiator valve,,,,,
EDP008001,3/1/2024,,Mr. Methee M.,,GPSC,,,54,,34,,58,64,,-,-,61,84,8,-,-,-,-,-,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,4.5,Normal,3.5,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,9988,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,0,,0,,0,,Normal,,Normal,,Normal,,Normal,,Normal,,,Normal,Normal,Normal,Normal,,,,,,,,,,,,
EDP008001,3/12/2025,,Mr. Methee M.,,GPSC,,,52,,32,,52,64,,-,-,56,90,7,-,-,-,-,-,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Abnormal,Oil leaked at radiator,Normal,,Normal,,Normal,,Normal,,Abnormal,Oil level low,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,0,,0,,0,,Normal,,Normal,,Not Available,,Normal,,Normal,,,Normal,Normal,Normal,Normal,,,,,,,Oil leaked at radiator valve,OLTC oil level low,,,,
EDP008001,12/8/2025,,Mr. Methee M.,,GPSC,,,50,,30,,55,58,,-,-,59,65,8,-,-,-,-,-,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,10784,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,0,,0,,0,,Normal,,Normal,,Normal,,Normal,,Normal,,,Normal,Normal,Normal,Normal,,,,,,,,,,,,
EDP008001,4/7/2026,,Mr. Methee M.,,GPSC,,,50,,36,,59,59,,-,-,62,64,8,-,-,-,-,-,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,10794,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,Not Available,,0,,0,,0,,Normal,,Normal,,Normal,,Normal,,Normal,,,Normal,Normal,Normal,Normal,,,,,,,,,,,,
EDP011601,12/15/2018,181097458,Mr. Methee M.,,CMT-GLOW,GLOW,,55,,32,,58,68,,66,90,-,-,8,,,,,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Not Available,,-,,-,,-,,Normal,,Normal,,Not Available,,Normal,,Normal,,,Normal,Normal,Normal,Normal,1544864894-IMG0593.JPG,1544864894-,1544864894-,1544864894-,1544864894-,1544864894-,Transformer KT13A,,,,,
EDP011601,3/11/2019,191013291,Mr. Jirasak S.,,GLOW-CMT,GLOW,,45,,39,,48,54,,-,-,49,55,7,-,-,-,-,-,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Abnormal,,Normal,,Normal,,Normal,,Normal,,Normal,,-,,-,,-,,Normal,,Normal,,Normal,,Normal,,Normal,,- Overhaul cooling fan by U-Service - Replace new oil for OLTC by MR,Normal,Normal,Normal,Normal,1556801086-,1556801086-,1556801086-,1556801086-,1556801086-,1556801086-,,,,,,
EDP011601,4/10/2019,,Jirasak S.,-,GLOW-CMT,GLOW,,-,,-,,55,68,,-,-,60,90,8,-,-,-,-,-,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,5,Normal,6.8,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,7026,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Not Available,,-,,-,,-,,Normal,,Normal,,Not Available,,Normal,,Normal,,,Normal,Normal,Normal,Normal,1556174368-,1556174368-,1556174368-,1556174368-,1556174368-,1556174368-,,,,,,
EDP011601,8/13/2019,,Mr. Methee M.,,GLOW-CMT,GLOW,,-,,34,,61,66,,67,87,-,-,8,,,,,,Normal,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Normal,,Not Available,,Not Available,,Normal,,Normal,,Not Available,,Normal,,Normal,,Normal,,Normal,,Abnormal,,Normal,,Not Available,,Not Available,,Normal,,Normal,7034,Normal,,Not Available,,Not Available,,Not Available,,Normal,,Normal,,-,,-,,-,,Normal,,Not Available,,Not Available,,Normal,,Normal,,,Normal,Normal,Normal,Normal,1565683875-,1565683875-,1565683875-,1565683875-,1565683875-,1565683875-,,,,,,
