serial,date,test_NO,test_voltage,H_1,H_2,H_3,H_4,H_5,H_6,H_7,H_8,H_9,H_10,H_PI,test_voltage2,L_1,L_2,L_3,L_4,L_5,L_6,L_7,L_8,L_9,L_10,L_PI,test_voltage3,T_1,T_2,T_3,T_4,T_5,T_6,T_7,T_8,T_9,T_10,T_PI,comment,test_name,witness_name,COMP1,COMP2,test_instrument,serial_instrument,date_calibation,ambient_temp,oil_temp,winding_temp,humidity,coregnd,framegnd,coreframe
4710347,2017-03-12 00:00:00,171104601,5000,10810,12240,13200,14000,14600,15250,15760,16250,16720,17180,1.5893,2500,4880,5850,6600,7220,7800,8350,8850,9300,9780,10180,2.0861,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Pimchart Promkhandee,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Megger/MIT515,101353295,2017-02-12,29,34,34,64,1000,1000,1000
3905095,2017-03-04 00:00:00,-,2500,864,913,924,931,936,941,945,948,951,954,1.1042,500,582,612,630,642,652,660,665,672,676,680,1.1684,-,-,,,,,,,,,-,-,,Anusit S.,Chanin S.,TIS,GLOW,Megger/MIT515,101343131,2016-03-16,32,34,-,48,1000,1000,1000
56018,2017-02-14 00:00:00,,5000,6520,6900,7100,7310,7420,7560,7660,7760,7787,7950,1.2193,2500,2120,2560,2850,3090,3300,3490,3660,3800,3970,4110,1.9387,,,,,,,,,,,,,,Mr. Anusit Sara,Mr. Sumet Nanta,TIS Engineering and Service Co. Ltd,ENGIE GLOW,Megger / MIT515,101384824,2015-03-05,32,38,38,26,2800,,
16266510,2017-02-13 00:00:00,,2500,891,1280,1674,1921,2100,2240,2370,2450,2250,2610,2.9293,-,1,,,,,,,,,796,796.0000,,1,,,,,,,,,1046,1046.0000,,Anusit S.,Jarin S.,"TIS Engineering and Service Co.,Ltd.",GLOW,Megger / MIT515,101384824,2013-03-05,32,38,38,26,1000,1000,1000
1LKR091729,2017-01-25 00:00:00,,2500,2690,,,,,,,,,7500,2.7881,500,1,,,,,,,,,975,975.0000,-,-,,,,,,,,,-,-,,Chaiyasit J.,Teerasak W.,"TIS Engineering and Service Co.,Ltd.",GLOW-ME,Megger / S1-568,101228740,2016-03-05,27,,,39,1000,1000,1000
1LKR091730,2017-01-24 00:00:00,-,2500,599,-,-,-,-,-,-,-,-,4730,7.8965,500,1,-,-,-,-,-,-,-,-,826.0,826.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Chaiyasit Junchay,Mr Teerasak Wanthong,TIS,GLOW,Megger S1-568,101228740,2016-03-05,26,-,-,35,1000,1000,1000
20083122TIC003,2017-01-20 00:00:00,,-,-,,,,,,,,,-,-,2500,2980,3140,4520,4760,5100,5890,6120,7120,7500,8120,2.7248,-,-,,,,,,,,,-,-,,Anusit S.,Atinat B.,TIS,GLOW,Megger/MIT515,101343131,2016-11-18,31,31,"31,32",37,10850,10530,4290
VN85042302_2,2017-01-18 00:00:00,,2500,2640.,-,-,-,-,-,-,-,-,5000.,1.8939,500,>1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Megger/MIT515,,2016-11-18,24,-,-,47,1000,1000,1000
VN85040202_1,2017-01-17 00:00:00,-,2500,436,-,-,-,-,-,-,-,-,1194,2.7385,500,1197,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Megger/MIT515,101353295,2016-11-18,24,-,-,48,1000,1000,1000
VN85042301_1,2017-01-17 00:00:00,,2500,379,-,-,-,-,-,-,-,-,1240,3.2718,500,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Megger/MIT515,101353295,2016-11-18,26,-,-,40,1000,1000,1000
VN85040201_1,2017-01-15 00:00:00,-,2500,1478,-,-,-,-,-,-,-,-,4230,2.8620,500,>1500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Thanongsak Ph.,Mr.Kritsada   Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Megger / MIT515,101353295,2016-11-18,25,-,-,44,1000,1000,1000
VN85040201_3,2017-01-15 00:00:00,-,2500,2460,-,-,-,-,-,-,-,-,5380,2.1870,500,>1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Thanongsak Ph.,Mr.Kritsada   Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Megger / MIT515,101353265,2016-11-18,25,-,-,44,1000,1000,1000
VN85040204_1,2017-01-15 00:00:00,,2500,2930,-,-,-,-,-,-,-,-,5000,1.7065,500,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Megger/MIT515,101353295,2016-11-18,25,-,-,44,1000,1000,1000
VN85042302_1,2017-01-13 00:00:00,,2500,1010,-,-,-,-,-,-,-,-,1441,1.4267,500,529,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Megger/MIT515,101353295,2016-11-18,24,,,47,1000,1000,1000
3011080055,2017-01-12 00:00:00,-,5000,10160,12430,13620,15420,16110,16570,17300,17510,18340,19620,1.9311,2500,8870,11290,13270,14660,15760,16820,17770,18540,19230,20000,2.2548,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit  Sara,Mr.Kritsada   Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Megger / MIT515,101343131,2016-11-18,30,32,32,44,1000,1000,1000
3011080056,2017-01-12 00:00:00,-,5000,16130,19740,22200,24300,25900,27500,28800,29900,31200,32400,2.0087,2500,13620,17320,19420,20900,22100,23300,24200,25300,25700,26300,1.9310,-,-,,,,,,,,,-,-,,Mr. Anusit  Sara,Mr.Kritsada   Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Megger / MIT515,101343131,2016-11-18,30,32,32,44,1000,1000,1000
JD85034202,2017-01-12 00:00:00,,5000,8650,9230,10600,11200,12000,12400,13100,13800,14000,14200,1.6416,1000,4890,5230,6120,6850,7120,7560,8230,8650,8900,9230,1.8875,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Megger/MIT515,101343131,2016-11-18,29,32,32,68,1000,1000,1000
TP70279703,2017-01-12 00:00:00,,5000,8290,10160,11250,12130,12760,13100,13540,13920,14250,14470,1.7455,5000,2560,4620,5540,6280,6760,7260,7690,8080,8470,8770,3.4258,-,-,,,,,,,,,-,-,,Anusit S.,Kritsada K.,"TIS Engineering and Service Co.,Ltd.",GHEGO-ONE,Megger / MIT515,101343131,2016-11-18,29,36,36,45,1000,1000,1000
TP70279703,2017-01-12 00:00:00,,5000,8290,10160,11250,12130,12760,13100,13540,13920,14250,14470,1.7455,5000,2560,4620,5540,6280,6760,7260,7690,8080,8470,8770,3.4258,-,-,,,,,,,,,-,-,,Anusit S.,Kritsada K.,"TIS Engineering and Service Co.,Ltd.",GHEGO-ONE,Megger / MIT515,101343131,2016-11-18,29,36,36,45,1000,1000,1000
VN85040202_2,2017-01-10 00:00:00,,2500,134,-,-,-,-,-,-,-,-,443,3.3060,500,300,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Megger/MIT515,101353295,0000-00-00,25,-,-,42,1000,1000,1000
VN85042301_2,2017-01-10 00:00:00,,2500,332,-,-,-,-,-,-,-,-,1223,3.6837,500,381,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Megger/MIT515,101353295,2016-11-18,26,-,-,41,1000,1000,1000
VN85040201_2,2017-01-06 00:00:00,-,2500,>5000,-,-,-,-,-,-,-,-,-,-,500,>1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Thanongsak Ph.,Mr.Kritsada   Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Megger / MIT515,101353295,2016-11-18,25,-,-,44,1000,1000,1000
VN85040201_4,2017-01-06 00:00:00,-,2500,1,-,-,-,-,-,-,-,-,5000,5000.0000,500,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Megger/MIT515,101353295,2016-11-18,25,,,44,1000,1000,1000
VN85040204_2,2017-01-06 00:00:00,,2500,3140,-,-,-,-,-,-,-,-,5000,1.5924,500,1000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Megger/MIT515,101353295,2016-11-18,25,,,44,1000,1000,1000
4710350,2016-12-23 00:00:00,,5000,12320,14320,15430,16480,17320,18210,18650,19340,19360,19870,1.61280,2500,6870,7560,8460,1920,9450,10300,11260,13260,13890,14230,2.0713,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Chanin Sornbunthonh,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Megger/MIT515,101343131,2016-03-16,33,34,36,58,1000,1000,1000
4710345,2016-12-08 00:00:00,,5000,11690,14250,15760,16900,17910,18690,19480,20100,20800,21300,1.8221,2500,5660,7050,7990,8890,9540,10200,10800,11380,11940,12410,2.1926,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Chanin Sornbunthonh,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Megger / MIT515,101343131,2016-03-12,33,35,36,65,1000,1000,1000
42755,2016-11-24 00:00:00,-,2500,5950,7530,8120,8730,9140,9510,9750,9920,10050,10260,1.7244,2500,4790,6370,7430,8250,9870,9520,10060,10510,10930,11320,2.3633,-,-,,,,,,,,,-,-,,Anusit S.,Chanin S.,TIS,GLOW,Megger/MIT515,101343131,2016-03-16,34,35,-,62,1000,1000,1000
3710737,2016-11-22 00:00:00,-,2500,1804,1848,1878,1890,1914,1928,1941,1951,1957,1957,1.0848,500,1,-,-,-,-,-,-,-,-,968,968.0000,-,-,,,,,,,,,-,-,,Anusit S.,Chanin S.,TIS,GLOW,Megger/MIT515,101343131,2016-03-16,34,51,-,62,1000,1000,1000
54002,2016-11-22 00:00:00,,5000,1965,2230,2440,2630,2800,2940,3090,3210,3330,3440,1.7506,2500,987,1295,1502,1694,1890,2080,2240,2410,2570,2720,2.7558,,,,,,,,,,,,,,Mr. Anusit Sara,Mr. Chanin Sornbunthong,TIS Engineering and Service Co. Ltd,ENGIE GLOW,Megger / MIT515,101343131,2016-03-16,35,34,34,63,3200,2370,2020
3710738,2016-11-15 00:00:00,,2500,1107,1136,1154,1167,1176,1184,1190,1195,1199,1203,1.0867208672086721,,836,,,,,,,,,1012,1.3576555023923444,,,,,,,,,,,,,,Mr. Anusit Sara,Mr. Chanin Sornbunthong,,,Megger/ MIT515,101343131,0000-00-00,38,51,,51,1000,1000,1000
3710738,2016-11-15 00:00:00,-,2500,1107,1136,1154,1167,1176,1184,1190,1195,1199,1203,1.0867,500,1,,,,,,,,,836,836.0000,-,-,,,,,,,,,-,-,,Anusit S.,Chanin S.,TIS,GLOW,Megger/MIT515,101343131,2016-03-16,38,51,-,51,1000,1000,1000
508038,2016-11-15 00:00:00,,5000,3890,4800,5460,5970,6390,6740,7090,7340,7600,7850,2.017994858611825,2500,2430,3100,3640,4120,4550,4970,5360,5730,6100,6450,2.654320987654321,,,,,,,,,,,,,,Mr. Anusit Sara,Mr. Chanin Sornbunthong,,,Megger/ MIT515,101343131,2016-03-16,34,40,42,57,3580,2980,3550
42754,2016-11-11 00:00:00,-,2500,7380,8980,10030,10620,11090,11450,11760,12050,12310,12490,1.6924,2500,7090,8860,10080,11030,11800,12480,13030,13730,14090,14520,2.0480,-,-,-,-,-,-,-,-,-,-,-,-,,Anusit S.,Chanin S.,TIS,GLOW,Megger/MIT515,101343131,2016-03-06,33,35,-,52,1000,1000,1000
42754,2016-11-11 00:00:00,-,2500,7380,8980,10030,10620,11090,11450,11760,12050,12310,12490,1.6924,2500,7090,8860,10080,11030,11800,12480,13030,13730,14090,14520,2.0480,-,-,-,-,-,-,-,-,-,-,-,-,,Anusit S.,Chanin S.,TIS,GLOW,Megger/MIT515,101343131,2016-03-06,33,35,-,52,1000,1000,1000
TP70279703,2016-11-09 00:00:00,,2500,3770,4630,5130,5500,5840,6180,6380,6840,6955,7060,1.8727,2500,4770,5550,6300,6990,7530,8050,8580,9030,9390,9780,2.0503,,5790,6440,6910,7280,7570,7820,8040,8240,8450,8570,1.4801,,Mr.Aran Phimphong,Mr.Kritsada Kraisomdee,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Megger/S1-568&,101228740,2016-03-05,26.7,44,44,85,4870,4870,4150
5011857,2016-10-19 00:00:00,,-,-,-,-,-,-,-,-,-,-,-,-,2500,2040.0,2360.0,5800.0,2700.0,2910.0,2960.0,3140.0,3200.0,3410.0,3560.0,1.7451,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Anusit Sara,Mr.Weerachai Kulala,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Megger/MIT515,101343131,0000-00-00,31,45,41,68,5400,1000,1000
5011858,2016-10-19 00:00:00,,2500,4390,5420,5450,5970,6150,6340,6150,6690,6780,6980,1.5900,2500,2090,2260,2550,2790,2810,2840,2890,2910,2920,2920,1.3971,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S.,Mr. Weerachai Kulala,"TIS Engineering & Serivce Co.,Ltd.",ENGIE GLOW,Meger/MIT515,101343131,2016-03-16,29,31,32,74,1000,1000,1000
VN85030801-2,2016-10-16 00:00:00,,2500,504000,509000,530000,584000,601000,603000,604000,608000,609000,611000,1.2123,500,5240,-,--,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit  Sara,Mr. Teerasak   Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Megger / MIT515,101384824,2016-10-16,23,,16,60,1000,1000,1000
VN85030801-2,2016-10-16 00:00:00,,2500,504000,509000,530000,584000,601000,603000,604000,608000,609000,611000,1.2123,500,5240,-,--,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit  Sara,Mr. Teerasak   Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Megger / MIT515,101384824,2016-10-16,23,,16,60,1000,1000,1000
VN85030801_2,2016-10-16 00:00:00,,2500,504000,509000,530000,584000,601000,603000,604000,608000,609000,611000,1.2123,500,5240,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S,Mr. Teerasak Wanthong,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Megger/MIT515,101384824,2016-03-30,23,,,60,1000,1000,1000
VN85030801_1,2016-10-13 00:00:00,,2500,15780,16330,16810,16900,16970,17000,17010,17160,17400,17470,1.1071,500,1,-,-,-,-,-,-,-,-,1830,1830.0000,-,-,,,,,,,,,-,-,,Mr. Anusit S.,Mr. Teerasak Wanthong,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Megger / MIT515,101384824,2016-03-30,23,,,64,1000,1000,1000
PBK1325,2016-06-04 00:00:00,,2500,690,695,775,945,997,1078,1341,1394,1430,1451,2.1029,500,307,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Megger/MIT515,101343131,2016-03-16,33,40,,49,1000,1000,1000
PBL1465,2016-06-04 00:00:00,,2500,3240,3630,3850,4000,4130,4180,4230,4350,4430,4480,1.3827,500,661,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Megger/MIT515,101343131,2016-03-16,33,38,,50,1000,1000,1000
9724075,2016-05-19 00:00:00,,2500,2920,3480,3870,4160,4380,4570,4740,4910,5050,5190,1.7774,2500,2410,2920,3130,3540,3830,4040,4230,4410,4560,4670,1.9378,,,,,,,,,,,,,,Mr. Anusit S.,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Megger / MIT515,101343131,2016-05-19,33,38,40,51,1000,1000,1000
332162H502_8727H,2016-05-17 00:00:00,-,2500,1538000,-,-,-,-,-,-,-,-,2310000,1.5020,2500,1026,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit  Sara,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Megger / MIT515,101343131,2016-03-30,26,-,-,54,1000,1000,1000
,2016-05-13 00:00:00,,5000,3600,3700,3900,4030,4090,4170,4270,4310,4360,4400,1.2222222222222223,2500,3030,3600,4300,4400,4700,4850,5100,6010,6310,6500,2.145214521452145,,,,,,,,,,,,,,Anusit Sara,Suchart Mondopyai,,,Megger/MIT 515,101343131,2016-03-16,33,34,40,56,1630,980,1260
PTE 1689/04,2016-05-13 00:00:00,,5000,3600.0,3700,3900,4030,4090,4170,4270,4310,4360,4700,1.3056,2500,3030,3600,4300,4400,4700,4850,5100,6010,6310,6500,2.1452,,,,,,,,,,,,,,Mr. Anusit Sara,Mr. Chanin Sornbunthong,TIS Engineering and Service Co. Ltd,ENGIE GLOW,Megger / MIT515,1031431313,2015-09-30,33,34,40,56,1260,1630,980
332162H502_8727G,2016-05-09 00:00:00,-,2500,201000,-,-,-,-,-,-,-,-,890000,4.4279,500,410000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit  Sara,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Megger / MIT515,101343131,2016-03-30,26,-,-,48,1000,1000,1000
54001,2016-05-09 00:00:00,,5000,3320,3760,4160,4480,4750,4970,5170,5310,5470,5610,1.6898,2500,1685,2080,2370,2620,2840,3040,3220,3390,3560,3720,2.2077,,,,,,,,,,,,,,Songbun Naksuwan,Songbun Naksuwan,,,Megger / MIT515,101343131,2016-03-16,33,36,38,46,100,100,100
332162H501_8727D,2016-05-07 00:00:00,-,2500,499000,,,,,,,,,726000,1.4549,2500,254000,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Megger / MIT515,101343131,2016-03-30,26,-,-,48,1000,1000,1000
PTE 1689/01,2016-03-16 00:00:00,,5000,2850,2420,2460,2510,2580,2610,2690,2760,2810,2880,1.0105263157894737,2500,2850,2420,2460,2510,2580,2610,2690,2760,2810,2880,1.0105263157894737,,2420,2850,2940,3100,3460,3560,3640,3860,3940,4110,1.6983471074380165,,,,,,,,0000-00-00,,,,,1980,2120,960
PP0050B01,2016-02-04 00:00:00,,5000,3240,3950,4380,4710,4990,5170,5350,5560,5750,5910,1.8241,5000,3070,4100,4780,5300,5730,6120,6460,6750,7050,7300,2.3779,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Somporn Duangprom,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Megger/MIT515,101434008,0000-00-00,36,,,42,1000,1000,1000
9624007,2015-12-15 00:00:00,-,2500,11720,13780,14710,15300,15760,16000,16380,16610,16780,16950,1.4462,2500,8170,9000,9460,9840,10200,10490,10520,10770,10890,11080,1.3562,-,-,-,-,-,-,-,-,-,-,-,-,,Anusit S.,-,TIS,-,Megger/MIT515,101343131,0000-00-00,32,-,-,68,1000,1000,1000
9640548,2015-12-15 00:00:00,,5000,1189,1556,1789,1986,2150,2280,2380,2500,2590,2680,2.2540,2500,1624,2500,3190,3840,4380,4840,5300,5730,6130,6500,4.0025,,1773,2630,3250,3730,4160,4510,4790,4910,5380,5620,3.1698,,Mr. Anusit  Sara,,"TIS Engineering and Service Co., Ltd",,Megger / MIT515,101343131,0000-00-00,38,,,40,1000,1000,1000
PBE0579,2015-12-13 00:00:00,,2500,11790,13860,15280,16100,16830,17490,18020,18510,18920,19290,1.6361,500,419,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S.,,"TIS Engineering & Service Co.,Ltd",,Megger / MIT515,101434008,0000-00-00,35,-,-,47,1000,1000,1000
PBE0580,2015-12-13 00:00:00,,2500,12260,19000,20800,22000,23100,23900,24600,25200,25800,26300,2.1452,500,284,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"Polalization Index Test : Low Voltage Winding
Ambient Temp. 32 C
Humidity 54 %",Mr. Anusit S.,,"TIS Engineering & Service Co.,Ltd",,Megger / MIT515,101434008,0000-00-00,35,-,-,52,1000,1000,1000
243597801,2015-11-06 00:00:00,,2500,250000,303000,345000,364000,376000,400000,402000,408000,410000,412000,1.6480,500,27400,,,,,,,,,,,,,,,,,,,,,,,,Mr.Chaiyasit Junchay,,"TIS Engineering&Service Co.,Ltd.",GLOW SPP2,Megger S1-568,101228740,0000-00-00,28,-,-,48,1000,1000,1000
4710343,2015-10-27 00:00:00,-,5000,7110,8480,9450,10280,11000,11680,12210,12800,13230,13670,1.9226,2500,3490,4300,4900,5500,5950,6380,6700,7140,7500,7810,2.2378,-,-,,,,,,,,,-,-,,Anusit S.,Kittichai S.,TIS,GLOW,Megger/MIT515,100193160343131,0000-00-00,32,-,-,54,1000,1000,1000
78140107_2,2015-10-25 00:00:00,-,2500,1590000,1940000,2210000,2760000,3030000,3420000,3980000,4009000,4130000,4350000,2.7358,500,1,,,,,,,,,3830,3830.0000,-,-,,,,,,,,,-,-,,Anusit S.,,TIS,,Megger/MIT515,100193160343131,0000-00-00,37,-,-,38,1000,1000,1000
78140107_3,2015-10-24 00:00:00,-,2500,1128000,1324000,1640000,2660000,2740000,2970000,3010000,3540000,39410000,4200000,3.7234,500,1,,,,,,,,,6060,6060.0000,-,-,,,,,,,,,-,-,,Anusit S.,,TIS,,Megger/MIT515,100193160343131,0000-00-00,27,-,-,25,1000,1000,1000
76460027_1,2015-10-23 00:00:00,-,2500,1030000,1689000,2130000,2860000,3210000,3460000,3800000,3910000,3980000,4000000,3.8835,500,1,,,,,,,,,1980,1980.0000,-,-,,,,,,,,,-,-,,Anusit S.,,TIS,,Megger/MIT515,100193160343131,0000-00-00,27,-,-,43,1000,1000,1000
243597802,2015-10-09 00:00:00,-,2500,27300,29100,38600,44800,46300,50600,54900,58700,63800,67000,2.4542,500,1,-,-,-,-,-,-,-,-,52800,52800.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Mr.Chaiyasit Junchay,Mr.Somporn Duangprom,TIS,GLOW,Megger S1-568,101228740,0000-00-00,27,-,-,49,1000,1000,1000
PT3W67000/123,2015-09-15 00:00:00,,-,7110,8480,9450,10280,11000,11690,12210,12800,13230,13670,1.92,,3490,4300,4900,5500,5950,6380,6700,7140,7500,7810,2.25,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,,,
3902641,2015-07-27 00:00:00,-,2500,194500,264000,358000,403000,418000,428000,464000,480000,470000,462000,2.3753,50,1,,,,,,,,,2940,2940.0000,-,-,,,,,,,,,-,-,,Anusit S.,Kittichai S.,TIS,GLOW,Megger/MIT515,100193160343131,0000-00-00,31,,,49,1000,1000,1000
3902640,2015-07-25 00:00:00,-,2500,787000,1718000,1746000,1849000,1986000,2210000,2710000,2950000,3160000,3310000,4.2058,50,1,,,,,,,,,4530,4530.0000,-,-,,,,,,,,,-,-,,Anusit S.,Kittichai S.,TIS,GLOW,Megger/MIT515,100193160343131,0000-00-00,26,-,-,48,1000,1000,1000
3902642,2015-07-24 00:00:00,-,2500,1844000,2650000,3000000,3410000,3620000,3950000,4150000,4380000,4520000,4860000,2.6356,500,1,,,,,,,,,3810,3810.0000,-,-,,,,,,,,,-,-,,Anusit S.,Kittichai S.,TIS,GLOW,Megger/MIT515,100193160343131,0000-00-00,28,-,-,52,1000,1000,1000
4710344,2015-07-02 00:00:00,-,2500,5530,6140,6500,6810,8020,7240,7610,7920,8400,9830,1.7776,2500,3590,4000,4630,5010,5400,5980,6320,6740,7110,7230,2.0139,-,-,-,-,-,-,-,-,-,-,-,-,,Anusit S.,Rapee W.,TIS,GLOW,Megger/MIT515,-,2014-10-16,33,-,-,43,1000,1000,1000
615007,2015-07-02 00:00:00,,5000,3060,-,-,-,-,-,-,-,-,13300,4.3464,5000,1830,-,-,-,-,-,-,-,-,7750,4.2350,,,,,,,,,,,,,,,,,,,,0000-00-00,,,,,1000,1000,1000
PBJ1198,2015-06-20 00:00:00,,2500,16050,17670,18090,18720,18820,19710,20800,21200,21900,22000,1.3707,500,4480,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S.,,"TIS Engineering & Service Co.,Ltd",,Megger / MIT515,101353295,0000-00-00,33,-,-,50,1000,1000,1000
PBJ1200,2015-06-20 00:00:00,,2500,5550,6556,7220,7710,8111,8460,8740,8970,9160,9350,1.6847,500,2620,,,,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Megger/MIT515,101353295,0000-00-00,33,,,50,1000,1000,1000
332162H502_8727F,2015-06-19 00:00:00,-,2500,460000,774000,976000,1201000,1372000,1600000,1813000,1920000,1981000,2040000,4.4348,500,3730,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr Panpong   Injina,-,"TIS Engineering and Service Co., Ltd",-,Megger / MIT515,100193160343131,0000-00-00,24,-,-,38,1000,1000,1000
332162H501_8727B,2015-06-18 00:00:00,-,2500,39900,55000,71000,84000,945000,10900,120000,128000,136000,142000,3.5589,500,565,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,Mr Panpong   Injina,-,"TIS Engineering and Service Co., Ltd",-,Megger / MIT515,100193160343131,0000-00-00,26,-,-,41,1000,1000,1000
332162H5018727A,2015-06-17 00:00:00,-,2500,414000,745000,997000,1296000,1432000,1660000,1892000,1994000,2050000,2240000,5.4106,500,1,-,-,-,-,-,-,-,-,5350,5350.0000,-,-,-,-,-,-,-,-,-,-,-,-,,Panpong I.,,"TIS Engineering&Service Co.,Ltd.",,Megger/MIT515,100193160343131,0000-00-00,26,-,-,41,1000,1000,1000
332162H501_8727E,2015-06-16 00:00:00,-,2500,367000,561000,661000,758000,780000,880000,954000,967000,1002000,1013000,2.7602,500,4450,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,Mr Panpong   Injina,-,"TIS Engineering and Service Co., Ltd",-,Megger / MIT515,100193160343131,0000-00-00,26,-,-,41,1000,1000,1000
4612314,2015-04-01 00:00:00,,2500,2350,2470,2850,3010,3090,3220,3490,3670,3890,4000,1.7021,2500,1600,1840,2150,2380,2550,2710,2940,3240,3470,3690,2.3062,-,-,-,-,-,-,-,-,-,-,-,-,,Mr. Anusit S.,,"TIS Engineering & Service Co.,Ltd",,Megger / MIT515,353295,0000-00-00,43,-,-,37,1000,1000,1000
