serial,date,test_NO,ambient_temp,winding_temp,oil_temp,humidity,hl_test_voltage,chl_ch_cap,chl_ch_pf_1,chl_ch_pf_2,chl_ch_pf_ma,chl_ch_pf_p,chl_cap,chl_pf_1,chl_pf_2,chl_pf_ma,chl_pf_p,ch_cap,ch_pf_1,ch_pf_2,ch_pf_ma,ch_pf_p,lh_test_voltage,clh_cl_cap,clh_cl_pf_1,clh_cl_pf_2,clh_cl_pf_ma,clh_cl_pf_p,clh_cap,clh_pf_1,clh_pf_2,clh_pf_ma,clh_pf_p,cl_cap,cl_pf_1,cl_pf_2,cl_pf_ma,cl_pf_p,th_test_voltage,ct_cth_cap,ct_cth_pf_1,ct_cth_pf_2,ct_cth_pf_ma,ct_cth_pf_p,cth_cap,cth_pf_1,cth_pf_2,cth_pf_ma,cth_pf_p,ct_cap,ct_pf_1,ct_pf_2,ct_pf_ma,ct_pf_p,oil_maintank_cap,oil_maintank_pf,oil_oltc_cap,oil_oltc_pf,test_name,witness_name,COMP1,COMP2,test_instrument,serial_instrument,date_calibation,note,maxhv_tand,maxchv_change,maxlv_tand,maxclv_change,maxtv_tand,maxctv_change,maxoil_maintank_tand,maxoil_oltc_tand,Object1,Object2,Object3,Object4,Object5,Object6,Object7,Object8,Object9
EDP008001,2018-06-21 00:00:00,181071638,30,38,38,65,10,11590,0.228,0.153,36.41,830.08,7468,0.2052,0.137,23.47,481.54,3702,0.2693,0.180,12.94,348.41,10,17900,0.2902,0.194,56.23,1.63,7470,0.2050,0.137,23.47,481.15,10420,0.238,0.238,32.76,1.16,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak Suksakun,,CMT-GLOW,,TESTRANO 600,DA193x,2018-02-16 00:00:00,,0.18,3.76,0.238,0.67,,,,,3.76,0.00,0.00,0.67,0.58,0.67,,,
3911888,2018-06-20 00:00:00,181071638,35,30,30,55,10,2680.0,0.4697,0.4697,8.43,395.95,1329.10,0.4485,0.4485,4.18,187.30,1349.8,0.484,0.484,4.25,205.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.Jirasak Suksakun,,CMT-GLOW,,TESTRANO 600,DA193x,2018-02-16 00:00:00,,0.484,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
57001,2018-06-01 00:00:00,,31.3,34,33,73.9,5,12860,0.220,0.220,79.870,1.7600,8400.0,0.180,0.180,26.390,0.4750,4460,0.240,0.240,53.480,1.2900,10,25420.0,0.2280,0.228,40.40,0.92130,8400.0,0.1820,0.182,26.390,0.48090,17020.0,0.3190,0.319,14.010,0.44690,,,,,,,,,,,,,,,,,,,,,,Mr.Methee Meechitti,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,TESTRANO600,DA212X,,,0.18,2.71,0.182,2.5,,,,,,,,,,,,,
5011857,2018-05-06 00:00:00,-,36,42,42,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,42228.10,0.190,0.133,131.338,2.489,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Thanongsak Phikulkaew,Mr. Weerachai Kulala,TIS,GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0,0,0.133,0,,,,,-,-,-,0.00,-,-,,,
5011858,2018-05-05 00:00:00,,35,34,34,63,10,13375.9,0.181,0.132,42.047,762,11052.4,0.158,0.116,34.722,550,2323.6,0.289,0.211,7.326,212,2.5,19538.60,0.216,0.158,61.372,1328,11044.40,0.169,0.123,34.719,586,8494.2,0.278,0.203,26.653,741,,,,,,,,,,,,,,,,,,,,,Mr. Thanongsak Phikulkaew,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Doble / M4100,101431857,2017-03-02 00:00:00,,0.211,1.69,0.203,4.48,,,,,0.49,1.69,0.24,1.91,4.48,0.16,,,
VN85030801_2,2018-04-29 00:00:00,-,23,-,-,61,2.5,2769.2,0.2,0.179,8.540,0.171,2397.5,0.197,0.176,7.396,0.146,371.7,0.219,0.196,1.144,0.025,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Teerasak W.,TIS,GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0.196,1.31,0,0,,,,,0.84,1.31,0.77,-,-,-,,,
VN85030801_1,2018-04-29 00:00:00,-,23,-,-,61,2.5,2770.4,0.189,0.169,8.592,0.162,2401.3,0.187,0.167,7.388,0.138,369.1,0.199,0.178,1.204,0.024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Kritsana N.,Teerasak W.,TIS,GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0.178,0.94,0,0,,,,,0.41,0.94,0.32,-,-,-,,,
4612314,2018-02-17 00:00:00,,35,32,36,60,5,4930.2,0.247,0.18,15.334,379,3654.9,0.225,0.164,11.368,256,1275.3,0.310,0.226,3.966,123,2.5,8126,0.265,0.193,25.274,669,3655,0.215,0.157,11.369,245,4471,0.305,0.223,13.905,424,,,,,,,,,,,,,,,,,,,,,Mr. Thanongsak Phikulkaew,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Doble / M4100,101431857,2017-03-02 00:00:00,,0.226,0,0.223,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
1LKR040038TER,2018-02-16 00:00:00,171052399,26,26,-,62,2.5,1491.3,0.289,-,4.638,0.134,1286.6,0.265,-,4.001,0.106,204.7,0.44,-,0.637,0.028,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Thanongsak Phikulkaew,Mr. Weerachai Kulala,TIS,GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
EDP004301,2018-02-08 00:00:00,,32,-,32,54,10,8734.50,0.497,0.377,27.156,1.349,5772.50,0.506,0.405,18.13,0.917,2960.80,0.539,0.431,9.32,0.502,10,14980.90,0.555,0.444,47.1,2..616,5773.0,0.525,0.42,17.15,0.9,9207.90,0.573,0.458,29.95,1.716,,,,,,,,,,,,,,,,,,,,,Mr.Phanuphong I.,Mr.Pitsanuvet K.,TIS,GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0.431,0.08,0.458,0.06,,,,,0.00,0.08,0.02,0.06,0.06,0.05,,,
ET8712/1,2018-02-01 00:00:00,,35,35,34,54,10,18701.5,0.24,0.175,58.121,1392,14589.9,0.194,0.142,45.270,880,4111.6,0.398,0.291,12.851,512,5,27096.60,0.561,0.409,84.320,4730,14589.50,0.216,0.157,45.220,975,12507.10,0.960,0.701,39.1,3755,,,,,,,,,,,,,,,,,,,,,Mr. Phanuphong I.,Mr. Pitsanuvet K.,"TIS Engineering & Serivce Co.,Ltd.",ENGIE GLOW,DOBLE / M4100,101431857,,,0.291,0,0.701,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
4700830,2018-01-31 00:00:00,-,32.7,-,35,63.6,5,3310,0.282,0.282,10.3,0.29,2006,0.307,0.307,7.04,0.216,1304,0.227,0.227,3.26,0.074,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.Phanuphong I.,Mr.Pitsanuvet K.,TIS,GLOW,Doble / M4100,101431857,2017-03-02 00:00:00,,0.307,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
4700831,2018-01-29 00:00:00,,33,-,34,61,5,3427,0.314,0.314,10.67,0.335,2102,0.356,0.356,7.13,0.254,1325,0.229,0.229,3.54,0.081,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.Phanuphong I.,Mr.Pitsanuvet K.,TIS,GLOW,Doble / M4100,101431857,2017-03-02 00:00:00,,0.356,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
54002,2017-12-21 00:00:00,,24,30,30,42,10,10320.7,0.201,0.161,32.099,0.645,6917.02,0.181,0.145,21.513,0.389,3403.68,0.242,0.193,10.586,0.256,5,23047.5,0.241,0.193,71.680,1.729,6913.95,0.179,0.143,21.501,0.384,16133.6,0.268,0.214,50.179,1.345,,,,,,,,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Pimchart Promkhandee,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0.193,1.34,0.143,0.9,,,,,,,,,,,,,
3710737,2017-12-20 00:00:00,171166576,24,-,29,41,5,2644.35,0.413,0.369,8.225,0.34,1196.49,0.395,0.353,3.722,0.147,1447.86,0.429,0.383,4.503,0.193,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Anusit S.,Pimchart P.,TIS,GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0.383,1.28,0,0,,,,,0.66,0.15,1.28,-,-,-,,,
3710738,2017-12-11 00:00:00,171166576,32,-,40,60,5,2699.80,0.645,0.516,8.397,0.542,1223.50,0.607,0.486,3.805,0.231,1476.30,0.677,0.542,4.592,0.311,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Anusit S.,Pimchart P.,TIS,GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0.542,0.79,0,0,,,,,0.52,0.79,0.20,-,-,-,,,
4710348,2017-12-08 00:00:00,171086528,32,36,36,61,10,10252.7,0.162,0.114,31.887,0.518,7514.4,0.131,0.091,23.370,0.305,2738.3,0.250,0.175,8.517,0.213,5,20055.3,0.233,0.163,62.378,1.456,7512.1,0.126,0.088,23.367,0.295,12543.2,0.298,0.208,39.011,1.161,,,,,,,,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Pimchart Promkhandee,"TIS Engineering and Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0.175,1.04,0.088,5.81,,,,,,,,,,,,,
PBK1325,2017-12-05 00:00:00,,31,,38,60,5,8399.8,0.401,0.269,26.214,1047,7357.2,0.400,0.268,22.881,915,1042.6,0.407,0.273,3.243,132,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Doble / M4100,101431857,2017-03-02 00:00:00,,0.273,3.84,0,0,,,,,0.44,3.84,1.02,-,-,-,,,
PBL1465,2017-12-05 00:00:00,,30,,38,58,5,8726.1,0.557,0.373,27.139,1511,7553.0,0.558,0.374,23.491,1310,1173.1,0.551,0.369,3.648,201,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Doble / M4100,101431857,2017-03-02 00:00:00,,0.374,6.07,0,0,,,,,0.33,6.07,0.50,-,-,-,,,
331000H508_8727I,2017-12-01 00:00:00,-,29,-,-,51,2.5,1529.6,0.498,0.398,4.757,0.237,1290,0.476,0.374,4.012,0.191,239.6,0.617,0.494,0.745,0.046,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.chaichaleom Waihor,Mr Teerasak Wanthong,TIS,GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0.494,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
332162H502_8727H,2017-12-01 00:00:00,-,25,-,-,62,2.5,2151.4,0.749,0.669,6.691,501,1834.3,0.736,0.657,5.705,420,317.1,0.822,0.734,0.986,81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,Mr Chaichaleom Waihor,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble / M4100,101431857,2017-03-02 00:00:00,,0.734,3.91,0,0,0,0,,,0.40,3.91,0.23,-,-,-,-,-,-
332162H502_8727G,2017-11-30 00:00:00,-,26,-,-,56,2.5,2141.61,0.664,0.593,6.661,442,1866.8,0.698,0.623,5.806,405,274.83,0.433,0.387,0.855,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,Mr Chaichaleom Waihor,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble / M4100,101431857,2017-03-02 00:00:00,,0.623,27.29,0,0,0,0,,,9.56,27.29,6.19,-,-,-,-,-,-
332162H501_8727D,2017-11-30 00:00:00,-,26,-,-,52,2.5,2139.2,0.658,0.587,6.653,438,1848.7,0.656,0.586,5.750,377,290.5,0.676,0.604,0.903,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr Chaichaleom Waihor,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble / M4100,101431857,2017-03-02 00:00:00,,0.604,8.36,0,0,,,,,1.87,8.36,0.77,-,-,-,,,
332152H501_8727C,2017-11-29 00:00:00,-,23,-,-,68,2.5,2137.99,0.66,0.574,6.65,439,1847.2,0.679,0.59,5.746,390,290.8,0.542,0.471,0.904,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr Chaichaleom Waihor,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble / M4100,101431857,,,0.59,6.19,0,0,,,,,1.48,6.19,0.69,-,-,-,,,
4710349,2017-10-10 00:00:00,,32,32,32,68,10,10757.20,0.205,0.156,33.458,0.687,7959.3,0.133,0.101,24.756,0.329,2797.9,0.411,0.313,8.702,0.358,5,21162.8,0.224,0.17,65.819,1.472,7958.7,0.122,0.093,24.753,0.303,13204.1,0.285,0.216,41.066,1.169,,,,,,,,,,,,,,,,,,0.008,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Doble / M4100,101431857,2017-03-02 00:00:00,,0.313,2.46,0.093,2.47,,,,,,,,,,,,,
383204886,2017-10-10 00:00:00,171089341,41,-,40,47,5,5679.5,0.524,0.33,17.664,0.926,3936.7,0.515,0.325,12.244,0.631,1742.8,0.544,0.343,5.42,0.295,2.5,8886.5,0.558,0.352,27.640,1.543,3937.3,0.506,0.319,12.247,0.62,4949.2,0.6,0.378,15.393,0.923,,,,,,,,,,,,,,,,,,,,,Chaichleom W.,Pimchart P.,TIS,GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0.343,0,0.378,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
4710347,2017-09-04 00:00:00,,36,39,39,57,10,10208.40,0.161,0.112,31.750,0.51,7411.40,0.112,0.078,23.051,0.258,2797.00,0.290,0.203,8.699,0.252,5,18699.0,0.199,0.139,58.159,1.155,14812,0.109,0.077,23.048,0.252,11289.30,0.257,0.18,35.111,0.903,,,,,,,,,,,,,,,,,,,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Doble / M4100,101431857,2017-03-02 00:00:00,,0.203,5.49,0.077,0.01,,,,,,,,,,,,,
4710348,2017-09-04 00:00:00,,33,38,38,62,10,10268.4,0.18,0.279,31.936,0.574,7512.9,0.128,0.1984,23.366,0.3,2755.4,0.32,0.496,8.57,0.274,5,20043.30,0.235,0.364,62.341,1.467,7511.7,0.13,0.203,23.364,0.303,12531.6,0.299,0.463,38.977,1.164,,,,,,,,,,,,,,,,,,,,,Mr. Chaichaleom Waihor,Mr. Pimchart Promkhandee,,,Doble / M4100,101431857,2017-03-02 00:00:00,,0.1984,1.68,0.203,5.72,,,,,,,,,,,,,
383204884,2017-08-01 00:00:00,-,35,-,38,61,5,5839.10,0.329,0.235,18.142,0.597,4123.50,0.328,0.23,12.806,0.42,1715.60,0.332,0.237,5.336,0.177,2.5,9161.60,0.342,0.244,28.494,0.975,4117.70,0.331,0.236,12.807,0.424,5043.90,0.351,0.251,15.687,0.551,,,,,,,,,,,,,,,,,,,,,Chaichleom W.,Pimchart P.,TIS,GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0.237,0,0.251,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
510049,2017-07-18 00:00:00,-,30,31,33,51,10,21520.10,0.218,0.1744,66.934,1.462,9260.30,0.148,0.1184,28.806,0.427,12259.80,0.271,0.2168,38.128,1.035,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,11832.6,0.159,0.1272,36.8,586,9260,0.15,0.12,28.799,0.432,2572.6,0.154,0.1232,8.001,0.154,,,,,Mr.Anusit Sara,Mr.Suchat Mondopyai,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0.2168,1.07,0,0,0.1272,3.86,,,0.00,1.07,0.17,-,-,-,0.00,3.86,0.16
331000H509_8727J,2017-06-13 00:00:00,-,25,-,-,49,2.5,1547.9,0.912,0.814,4.891,446,1270.5,0.799,0.713,4.006,0.32,277.4,1.424,1.27,0.885,126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr Anusit Sara,Mr teerasak Wanthong,"TIS Engineering&Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,1.27,2.74,0,0,,,,,0.14,2.74,0.74,-,-,-,,,
332162H501_8727B,2017-06-12 00:00:00,-,26,-,-,47,2.5,2195,0.692,-,6.710,464,1872.3,0.679,-,5.684,386,322.7,0.760,-,1.026,78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble / M4100,101431857,2017-03-02 00:00:00,,0,8.53,0,0,,,,,2.75,8.53,1.82,-,-,-,,,
332162H502_8727F,2017-06-12 00:00:00,-,25,-,-,47,2.5,2216.3,0.715,0.638,6.617,473,1893.4,0.710,0.634,5.604,398,322.9,0.740,0.66,1.013,75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble / M4100,101431857,2017-03-02 00:00:00,,0.66,1.69,0,0,,,,,1.20,1.46,1.69,-,-,-,,,
332162H5018727A,2017-06-09 00:00:00,181090534,24,30,,42,2.5,2157.6,0.677,0.677,6.71,0.454,1831.9,0.66,0.77,5.697,0.376,325.7,0.77,0.9,1.013,0.078,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Anusit S.,Teerasak W.,"TIS Engineering and Service Co.,Ltd.",GLOW-ME,Doble / M4100,101431857,2017-03-02 00:00:00,,0.9,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
332162H501_8727E,2017-06-08 00:00:00,-,29,-,-,58,2.5,2164.2,0.698,0.5584,6.731,470,1845.7,0.726,0.5808,5.741,417,318.4,0.535,0.428,0.99,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,Mr Teerasak Wanthong,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble / M4100,101431857,2017-03-02 00:00:00,,0.5808,8.41,0,0,,,,,0.52,8.41,0.73,-,-,-,,,
PBJ1200,2017-06-05 00:00:00,,29,,45,62,2.5,8686.7,0.398,0.3184,27.015,1076,7557.9,0.412,0.3296,23.508,968,1127.8,0.308,0.2464,3.507,108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Doble / M4100,101431857,2017-03-02 00:00:00,,0.3296,0.34,0,0,,,,,0.27,0.27,0.34,-,-,-,,,
PTE 1689/02,2017-06-04 00:00:00,,30,32,30,65,10,15881,0.367,0.367,52.476,1.924,,0.253,0.253,25.721,0.610,,0.491,0.491,26.755,1.314,5,,0.308,0.308,90.205,2.781,,0.239,0.239,25.728,0.614,,0.336,0.336,64.477,2.167,,,,,,,,,,,,,,,,,,,,,,,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0.491,7.09,0.336,0,,,,,7.09,,,-,,,,,
9640549,2017-06-02 00:00:00,,35,45,35,54,5,19264,0.346,,59.915,2.076,299.80,0.472,,0.932,0.044,18964.20,0.345,,58.983,2.032,5,18713.80,0.357,,58.203,2.076,300.80,0.492,,0.935,0.046,18413.00,0.354,,57.268,2.030,,,,,,,,,,,,,,,,,,,,,Mr. Anusit Sara,Mr.Weerachai Kulala,"TIS Engineering and Service Co., Ltd",ENGIE GLOW,Doble /M4100,101431857,2017-03-02 00:00:00,,,3.05,,3.87,,,,,,,,,,,,,
PBJ1198,2017-06-01 00:00:00,,38,,45,50,2.5,8852.7,0.392,-,27.532,1079,7622.5,0.410,-,23.706,973,1230.2,0.277,-,3.826,106,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S.,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Doble / M4100,101431857,2017-03-02 00:00:00,,0,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
4710347,2017-03-12 00:00:00,171104601,29,34,34,64,10,10183.5,0.172,0.1250,31.6730,0.544,7840,0.131,0.0960,23.0500,0.302,2773,0.281,0.2050,8.6230,0.242,5,18703,0.214,0.1560,58.1710,1.245,14842,0.128,0.0940,23.0460,0.296,11293,0.270,0.1970,35.1250,0.949,,,,,,,,,,,,,,,,,,,,,Mr.Anusit Sara,Mr.Pimchart Promkhandee,"TIS Engineering & Service Co.,Ltd.",ENGIE GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0.096,4.29,0.094,3.24,,,,,,,,,,,,,
615007,2017-03-04 00:00:00,,31,41,41,42,5,8323.4,0.321,0.241,25.983,0.835,6396.6,0.367,0.275,19.970,0.732,1926.8,0.171,0.128,6.013,0.103,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit  Sara,Mr.Chanin   Sornbunthong,"TIS Engineering and Service Co., Ltd",ENGIE-GLOW,Doble / M4100,101431857,,,0.275,31.26,0,0,,,,,,,,-,-,-,,,
3905095,2017-03-03 00:00:00,-,32,-,36,46,10,4928,0.733,0.55,15.327,1124,3750.1,0.825,0.619,11.664,962,1177.9,0.442,0.31,3.663,162,2.5,7778.4,0.774,0.581,24.193,1873,3749.5,0.867,0.65,11.662,1011,4028.9,0.688,0.482,12.531,862,,,,,,,,,,,,,,,,,,,,,Anusit S.,Chanin S.,TIS,GLOW,Doble/M4100,101431857,2017-03-02 00:00:00,,0.619,0,0.65,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,,,
16266510,2017-02-13 00:00:00,,34,30,30,26,5,14135.3,0.301,0.226,43.963,1.324,4523.30,0.256,0.192,14.069,0.36,9612.0,0.322,0.242,29.894,0.964,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,Anusit S.,Jarin S.,"TIS Engineering and Service Co.,Ltd",GLOW,Duble M4100,101431857,2015-02-03 00:00:00,,0.242,3.32,0,0,,,,,3.32,0.00,0.00,-,-,-,,,
56018,2017-02-13 00:00:00,,34,38,38,26,10,12793.4,0.18,0.121,39.789,0.718,8136.7,0.161,0.108,25.589,0.411,4656.7,0.216,0.145,14.200,0.307,5,24532.6,0.193,0.129,76.299,1.471,8231.0,0.154,0.103,25.599,0.359,16301.6,0.212,0.142,50.700,1.076,,,,,,,,,,,,,,,,,,,,,Mr. Anusit Sara,Mr. Sumet Nanta,TIS Engineering and Service Co. Ltd,ENGIE GLOW,Doble / M4100,101431857,2015-02-03 00:00:00,,0.145,0,0.103,0,,,,,,,,,,,,,
1LKR091729,2017-01-25 00:00:00,,27,,,39,2.5,2058.1,0.406,-,6.401,0.26,1749.30,0.386,-,5.441,0.21,308.80,0.521,-,0.96,0.05,-,-,,-,-,,-,,-,,,-,,-,,,,,,,,,,,,,,,,,,,,,,,Chaiyasit J.,Teerasak W.,"TIS Engineering and Service Co.,Ltd.",GLOW-ME,Doble/M4100,101431857,2015-02-03 00:00:00,,0,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
1LKR091730,2017-01-24 00:00:00,-,26,-,-,35,2.5,2071.70,0.353,-,6.443,0.228,1785.60,0.34,-,5.553,0.189,286.10,0.438,-,0.89,0.039,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.Chaiyasit Junchay,Mr Teerasak Wanthong,TIS,GLOW,Doble/M4100,101431857,2015-02-03 00:00:00,,0,0,0,0,,,,,0.00,0.00,0.00,-,-,-,,,
VN85042302_2,2017-01-18 00:00:00,,24,,,47,5,1574.3,0.186,0.166,4.896,91,1310.9,0.142,0.127,4.077,58,263.4,0.403,0.0294,0.819,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Doble / M4100,101431857,,,0.166,0.6,0,0,,,,,0.17,0.60,0.08,-,-,-,,,
VN85040202_1,2017-01-17 00:00:00,-,24,-,-,48,5,1673.9,0.219,0.196,5.206,114,1398.4,0.179,0.16,4.349,78,275.5,0.420,0.375,0.867,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Doble / M4100,101431857,2015-02-03 00:00:00,,0.375,5.65,0,0,,,,,0.36,5.65,0.75,-,-,-,,,
VN85042301_1,2017-01-17 00:00:00,,26,-,-,40,5,2057.2,0.138,0.123,6.398,88,1720.5,0.097,0.086,5.351,52,336.7,0.344,0.307,1.047,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Anusit S,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Doble / M4100,101431857,2015-02-03 00:00:00,,0.307,0.78,0,0,,,,,0.62,0.21,0.78,-,-,-,,,
VN85040201_3,2017-01-15 00:00:00,-,25,-,-,44,5,1541.1,0.161,0.144,4.793,77,1249.8,0.126,0.1125,3.885,49,291.3,0.308,0.275,0.908,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr.Thanongsak Ph.,Mr.Kritsada   Kraisomdee,"TIS Engineering and Service Co., Ltd",GHECO ONE,Doble / M4100,101431857,2015-02-03 00:00:00,,0.275,11.99,0,0,,,,,0.25,11.99,2.95,-,-,-,,,
VN85040204_1,2017-01-15 00:00:00,,25,-,-,44,5,1640.7,0.176,0.157,5.101,90,1325.6,0.155,0.138,4.121,64,315.1,0.265,0.237,0.98,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,Mr. Thanongsak P,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Doble / M4100,101431857,2015-02-03 00:00:00,,0.237,0.35,0,0,,,,,0.29,0.35,0.27,-,-,-,,,
