Serial_No,Date,Test_No,Name1,Name2,COMP1,COMP2,Test_Instrument,Instrument_Serial_No,Calibration_Date,Ambient_Temp,Oil_Temp,Winding_Temp,Humidity,O2,N2,CO2,CO,H2,CH4,C2H2,C2H4,C2H6,C3H6,C3H8,TDCG,Temp,BD,WC,IFT,Acidity_No,Color_No,PF_25,PF_100,Corrosive_Sulfur,Passivator,Sludge_Condition,Conductivity,Furan_Analysis,Test_Result
PBL1465,5/8/2019,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81905107,"6M_71, 72",,37.5,48,,49.1,2533,60493,5241,341,85,16,0,7,17,21,8,366,43,51,24,,,,,,,,,,,
PBL1465,2/19/2024,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,2/19/2024,,40,,,25405,61946,1064,118,0,1,0,0,0,0,0,0,35,53,13.99,30.9,0.0427,0.5,0.099,1.356,0,0,0,3.93,142.145,NORMAL
PCD0277,6/21/2017,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81706245,"6M_71, 72",,35.1,42,42,50.9,23769,54883,2251,38,6,2,0,3,1,4,6,81040,34,48.1,29.6,35.1,0.017,1,0.13,2.44,-,0,0.011,5,12.66,NORMAL
PCL-1429,11/1/2009,,,,,,,,,,,,,12490,76653,1530,219,15,28,0,10,81,0,28,,,0,,,,,,,,,,,,
PCL-1429,6/19/2010,,,,,,,,,,,,,0,0,3884,350,17,20,0,11,41,0,0,,,50,41349,28.6,0.0314,0.5,0.118,1.59,N/A,N/A,no slugdge,N/A,ND,
PCL-1429,12/25/2010,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,46,8.31,29.3,0.0173,1,0.34,N/A,Noncorrosive,ND,no slugdge,0.629,ND,
PCL-1429,1/5/2011,,,,,,,,,,,,,21629,59351,795,115,0,15,0,5,14,15,23,,,0,,,,,,2.49,,,,,,
PCL-1429,7/18/2011,,,,,,,,,,,,,8677,56211,871,165,13,9,0,15,13,0,30,,,39,16.47,,,,,,,,,,,
PCL-1429,1/4/2012,,,,,,,,,,,,,6956,37012,722,160,11,8,0,21,12,3,35,,,58,8.554,30.3,0.0062,0.5,0.109,1.622,Noncorrosive,ND,no slugdge,4,ND,
PCL-1429,6/14/2012,,,,,,,,,,,,,7237,41088,1030,249,0,8,0,2,0,1,35,,,56,6.97,,,,,,,,,,,
PCL-1429,1/20/2013,,,,,,,,,,,,,6771,30068,945,146,46,14,0,0,11,0,0,,,54,9.57,32.1,0.0104,1,0.143,1.532,Noncorrosive,ND,no slugdge,6.76,ND,
PCL-1429,7/1/2013,,,,,,,,,,,,,7583,43883,939,117,1,7,0,0,12,0,0,,,52,11.44,,,,,,,,,,,
PCL-1429,12/25/2013,,,,,,,,,,,,,11875,70686,955,168,20,7,0,0,13,0,0,,,43,12.84,32,0.011,1,0.169,5.786,Noncorrosive,ND,no slugdge,21.3,ND,
PCL1429,10/18/2018,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810209,"12M_71, 72, 73",,34,50,55,58.5,4103,67111,2244,157,2,32,0,5,49,23,6,245,41,51.5,7.3,25,0.007,1.5,0.165,3.124,3B,0,0.017,4.75,13,NORMAL
PCL1429,5/8/2019,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81905111,"6M_71, 72",,34.9,52,65,55.6,2413,56683,2287,158,2,32,0,5,31,26,4,228,42,62.3,7,25,0.007,1.5,0.165,3.124,3B,0,0.017,4.75,0,
PCL1429,9/9/2024,,Chayaporn Somsriyo,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,50,,,2056,69705,3477,362,58,362,0,97,484,63,336,1183,50,70,19,26.2,0.08,1.5,0.634,9.678,3b,-,0.015,286,9,NORMAL
PCL1429,9/24/2025,,Mr. Aekapong Klamchang,Mr.Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,52,,,20392,174522,6744,426,38,262,0,96,701,84,482,1523,52,66.8,22.8,20.3,0.06,2,0.637,10.832,1a,-,0.015,215,9,NORMAL
PDC-0277,1/11/2009,,,,,,,,,,,,,7154,69234,3135,391,13,19,0,16,47,7,0,,,0,,,,,,,,,,,,
PDC-0277,6/13/2009,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,48,26.1,26.1,0.001,1,0.12,1.88,NA,NA,no slugdge,N/A,ND,
PDC-0277,6/19/2010,,,,,,,,,,,,,0,0,3844,350,17,20,0,11,41,0,0,,,0,,,,,,,,,,,,
PDC-0277,1/5/2011,,,,,,,,,,,,,23960,54192,2049,190,3,21,0,12,29,15,22,,,42,15.64,29.1,0.0082,1,0.23,N/A,Noncorrosive,ND,no slugdge,0.617,ND,
PDC-0277,7/18/2011,,,,,,,,,,,,,5568,15675,3225,412,13,20,0,15,40,5,0,,,36,20.21,,,,,,,,,,,
PDC-0277,1/4/2012,,,,,,,,,,,,,8366,23071,2525,258,4,24,0,15,29,10,24,,,46,10.06,28.6,0.0153,0.5,0.222,2.232,Noncorrosive,ND,no slugdge,10.56,ND,
PDC-0277,6/14/2012,,,,,,,,,,,,,16368,36464,2449,221,0,21,0,1,10,4,20,,,52,8.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PDC-0277,1/20/2013,,,,,,,,,,,,,17977,34816,2000,222,44,5,0,1,12,0,18,,,47,10.27,30.3,0.062,0.5,0.203,2.18,Noncorrosive,ND,no slugdge,5.28,12.65,
PDC-0277,7/1/2013,,,,,,,,,,,,,15342,49995,2411,108,8,2,0,0,7,0,15,,,50,12.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PDC-0277,12/25/2013,,,,,,,,,,,,,17074,67224,2841,117,12,1,0,0,7,0,13,,,46,13.24,32,0.0249,0.5,0.196,1.948,Noncorrosive,ND,no slugdge,10.66,7.89,
PLC1429,9/24/2025,,Mr. Aekapong Klamchang,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,52,,,20392,174522,6744,426,38,262,0,96,701,84,482,1658,52,66.8,22,20.3,0.06,2,0.637,10.832,1a,-,0.015,215,9,NORMAL
PP0016B01,1/7/2009,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,50,8,33.76,0.01,1,0.004,0.25,Noncorrosive,N/A,no slugdge,N/A,ND,
PP0016B01,12/14/2009,,,,,,,,,,,,,16746,66511,3321,303,16,41,0,3,73,0,36,,,0,,,,,,,,,,,,
PP0016B01,6/19/2010,,,,,,,,,,,,,0,0,3654,318,23,55,0,0,77,0,0,,,58,8.56,28.9,0.0171,0.5,0.053,1.38,Noncorrosive,N/A,N/A,N/A,N/A,
PP0016B01,1/5/2011,,,,,,,,,,,,,33998,50996,2027,195,6,48,0,5,62,13,24,,,53,8.43,34,0.0093,1,0.001,1.61,Noncorrosive,67,no slugdge,0.38,ND,
PP0016B01,7/18/2011,,,,,,,,,,,,,7888,12954,2451,290,18,26,0,33,58,0,42,,,46,15.32,,,,,,,,,,,
PP0016B01,1/4/2012,,,,,,,,,,,,,38653,41419,2643,362,12,27,0,35,42,0,25,,,55,6.32,34.1,0.0109,0.5,0.04,1.58,Noncorrosive,54,no slugdge,0.38,ND,
PP0016B01,6/14/2012,,,,,,,,,,,,,21821,47837,2731,393,43,39,0,12,62,0,22,,,53,6.2,,,,,,,,,,,
PP0016B01,1/20/2013,,,,,,,,,,,,,22077,43949,2267,308,44,55,0,10,54,0,45,,,55,10.82,33.7,0.0126,1,0.042,1.62,Noncorrosive,62,no slugdge,0.34,ND,
PP0016B01,7/1/2013,,,,,,,,,,,,,18974,32097,2105,330,0,20,0,9,55,0,0,,,57,12.65,,,,,,,,,,,
PP0016B01,12/25/2013,,,,,,,,,,,,,17113,49136,2019,128,0,17,0,0,53,0,0,,,53,14.15,324,0.0018,0.5,0.076,0.264,Noncorrosive,ND,no slugdge,0.75,ND,
PP0016B01,12/6/2017,81712094,Mr.Eakkach W.,,FOCUS LAB,,,,,32,64,80,52,8724,53064,4461,304,22,88,0,7,136,149,12,557,42,74,6.4,35.5,0.008,0.5,0.003,0.263,Non Corrosive,22.78,0.005,0.14,27.5,NORMAL
PP0016B01,3/28/2018,181033545,Ekkarach W.,Jirasak Susakun,FOCUS LAB,ENGIE GLOW,,,,34,63,80,55,13418,50208,1328,50,6,10,0,2,10,14,1,78,41,60,8.7,35.3,0.008,0.5,0.003,0.263,non,22.78,0.005,0.14,27.5,NORMAL
PP0016B01,10/10/2018,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810148,"12M_71, 72, 73",,35,67,84,60,2488,13986,2533,112,16,32,0,2,74,42,4,19310,43,55,6.4,34.5,0.01,L1.0,0.036,0.597,3B,19.48,0.002,0.17,23.3,NORMAL
PP0016B01,4/30/2019,-,Ekkarach W.,,FOCUS LAB,GLOW,81905006,"6M_71,72",,33.8,68,84,60.2,12314,54358,2521,121,14,35,0,2,49,57,2,221,47,49,5.2,34.5,0.01,1,0.036,0.597,3B,19.48,0.002,0.17,23.3,NORMAL
PP0016B01,5/18/2020,-,Mr.Eakgarak S.,Mr.Jirasak S.,IEC,GPSC,-,-,5/18/2020,-,-,-,-,3273,39035,3021,227,32,50,0,2,45,5,32,393,50,42,11,32.12,0.01,1,0.005,0.398,3B,22.63,0.01,0.15,21.42,NORMAL
PP0016B01,11/23/2020,-,Mr.Eakgarak S.,Mr.Jirasak S.,IEC,GPSC,-,-,11/23/2020,-,-,-,-,6384,15568,1370,179,20,35,0,1,21,1,6,261,50,78,8,34,0.009,1,0.008,0.38,Non Corrosive,13,No Sludge,,16,NORMAL
PP0016B01,3/28/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,4176,31145,2690,297,18,76,0,4,87,5,53,482,68,78,10,,,,,,,,,,,NORMAL
PP0016B01,4/11/2023,,Mr.Waraporn D.,Mr.Pimchart P.,IEC,GPSC,,,,,,,,4327,33595,2015,187,17,50,0,3,84,5,50,341,68,87,9,30,0,1,0.004,0.25,1b,94,-,0.2,22,NORMAL
PP0016B01,3/11/2025,,Chayaporn S.,Mr.Plmchart S.,HITACHI,GPSC,,6M,3/11/2025,,62,,,4187,29274,5605,761,2,10,0,4,2,13,6,779,62,75,5.3,33.7,0.01,1.5,0.004,0.311,3b,22,-,2.7,22,NORMAL
PP0016B01,9/22/2025,,Aekapong Klamchang,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,62,,,4009,39880,4527,324,19,89,0,3,127,7,103,593,62,73.3,9,31.3,0.01,1.5,0.004,0.275,1a,73,0.014,1.5,18,NORMAL
PP0041B01,8/1/2011,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,0,0,2725,137,6,18,0,0,0,0,0,161,,56,14,32,0.01,0.5,0.045,0.18,2e,-,-,-,-,NORMAL
PP0041B01,1/26/2012,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,8293,32374,4100,285,18,12,0,18,1,0,8,334,,60,9,35,0.01,0.5,0.08,0.43,1b,-,-,-,-,NORMAL
PP0041B01,1/21/2013,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,8602,31727,4734,277,25,12,0,10,3,0,0,327,,54,17,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0041B01,1/27/2014,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,11429,34243,2033,122,0,4,0,0,0,0,0,126,,51,7,33,0.04,0.5,0.08,1.13,1b,7,0,0.4,0,NORMAL
PP0041B01,12/16/2014,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,8581,24889,1834,102,0,0,0,0,0,0,0,102,,61,7,31,0.01,1,0.076,0.44,1b,1,0,0.7,0,NORMAL
PP0041B01,1/21/2015,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,13332,30674,1638,188,11,0,0,0,2,0,0,201,,61,8,32,0.02,1,0.064,0.34,1b,5,-,0.8,0,NORMAL
PP0041B01,1/14/2016,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,7565,30489,2813,164,16,9,0,1,3,15,6,193,,42,5,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0041B01,2/9/2016,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,16514,42856,2010,218,8,2,0,0,2,0,0,230,,50,9,34,0.02,1,0.082,0.43,1b,0,0,1.2,0,NORMAL
PP0041B01,11/24/2016,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,4737,22085,3147,214,15,10,0,1,4,14,10,244,,71,6,37,0.01,1.5,0.006,0.32,1b,36,0,0.2,23,NORMAL
PP0041B01,2/2/2017,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,9148,40329,3384,225,15,10,0,1,3,5,4,254,,73,5,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0041B01,8/16/2017,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,5435,29953,4382,267,10,13,0,1,5,4,2,296,,56,7,37,0.01,1.5,0.005,0.43,3b,33,0,0.2,30,NORMAL
PP0041B01,2/26/2018,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,4817,28895,4878,333,17,17,0,1,7,12,4,375,,72,7,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0041B01,9/3/2018,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,11737,56674,5825,390,18,21,0,2,16,9,6,447,,62,7,35,0.01,1.5,0.005,0.38,3b,18,0,0.2,28,NORMAL
PP0041B01,2/26/2019,,Kittisak S.,,IEC,GPSC,,,,,,,,8967,46023,5460,286,16,19,0,1,10,11,7,332,,57,10,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0041B01,8/27/2019,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,7544,41338,5918,372,16,25,0,2,16,15,1,431,,73,10,35,0.01,1.5,0.005,0.41,3b,13,-,0.2,46,NORMAL
PP0041B01,2/14/2020,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,4243,30298,3682,354,12,19,0,0,19,3,8,404,,42,15,35,0.013,1.5,0.009,0.39,1b,13,0,0.4,1,NORMAL
PP0041B01,9/29/2020,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,4952,29801,2265,237,16,16,0,1,15,1,2,285,,55,9,32,0.011,2,0.171,0.49,1b,9,0,0.8,2,NORMAL
PP0041B01,2/23/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,3410,23112,2524,289,33,19,0,1,6,1,2,348,,68,5,34,0.01,1.5,0.008,0.33,1b,8,0,0.3,2,NORMAL
PP0041B01,8/23/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,4928,18122,2395,265,8,8,0,1,4,1,1,286,,53,13,0.4,0.015,1.5,0.006,0.58,1b,9,0,0.4,34,NORMAL
PP0041B01,2/4/2022,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,3320,19953,2278,240,5,16,0,2,15,3,3,278,,70,9,34,0.015,1.5,0.013,0.47,1b,52,0,0.5,2,NORMAL
PP0041B01,6/30/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,2727,21271,3348,242,16,27,0,2,21,4,12,308,50,78,19,,,,,,,,,,,NORMAL
PP0041B01,2/8/2023,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,,,,,54,,,10949,60780,4348,439,34,44,0,3,24,4,10,544,54,70,5,36,0.021,1.5,0.004,0.43,1d,<5,0.014,0.2,30,NORMAL
PP0041B01,6/21/2023,,Boontarik Tangon,Mr.Jirasak S.,IEC,GPSC,IEC230213,3M#2,6/21/2023,,52,,,2855,28651,2794,199,19,22,0,2,18,3,9,269,52,69,18,36,0.021,1.5,0.004,0.43,1d,5,0.014,0.2,30,NORMAL
PP0041B01,5/8/2025,,Chayaporn Somsriyo,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,6M,,,48,,,1505,43418,4151,440,6,41,0,3,28,12,0,518,48,,,,,,,,,,,,,NORMAL
PP0050B01,12/14/2009,,,,,,,,,,,,,6147,35790,8148,260,8,27,0,1,6,2,3,,,0,,,,,,,,,,,,
PP0050B01,1/7/2010,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,48,8,30.48,0.02,1,0.003,0.25,Noncorrosive,N/A,no sludge,N/A,ND,
PP0050B01,6/19/2010,,,,,,,,,,,,,0,0,8933,226,14,32,0,0,6,0,0,,,60,15.06,29.6,0.0135,0.5,0.005,0.22,Noncorrosive,N/A,N/A,N/A,N/A,
PP0050B01,1/5/2011,,,,,,,,,,,,,41961,46930,2593,75,2,24,0,7,6,12,26,,,51,8.43,20.5,0.0091,1.5,0,0.18,Noncorrosive,82,<1%,2.49,ND,
PP0050B01,7/18/2011,,,,,,,,,,,,,8417,14219,6055,261,0,20,0,5,6,0,5,,,50,12.03,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,
PP0050B01,1/4/2012,,,,,,,,,,,,,51757,17955,5341,284,0,22,0,18,8,0,2,,,53,9.288,32.7,0.0146,0.5,0.037,0.233,Noncorrosive,67,no sludge,0.28,29.593,
PP0050B01,6/14/2012,,,,,,,,,,,,,5508,14735,2560,226,0,6,0,5,2,0,2,,,54,10.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PP0050B01,1/20/2013,,,,,,,,,,,,,7880,21464,3094,275,46,14,0,2,2,0,0,,,57,8.77,30.2,0.0162,0.5,0.024,0.254,Noncorrosive,46,no slugdge,0.1,10.75,
PP0050B01,7/1/2013,,,,,,,,,,,,,9539,34742,3092,257,58,16,0,2,3,0,0,,,53,12.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PP0050B01,12/25/2013,,,,,,,,,,,,,9928,28022,3971,145,0,10,0,0,0,0,0,,,54,15.12,31.8,0.0375,0.5,0.097,0.231,Noncorrosive,26,no slugdge,0.51,32.223,
PP0050B01,12/6/2017,,Mr.Eakkach W.,,FOCUS LAB,,,,,32,69,82,52,12320,51760,4526,261,6,15,0,1,3,12,62,286,46,75,10.9,34.3,0.013,1,0.002,0.244,Non Corrosive,25.37,0.008,0.13,49,NORMAL
PP0050B01,3/28/2018,181033545,Mr.Jirasak Susakun,,CMT-ENGIE GLOW,,,,,33,61,74,59,2197,14904,4685,261,7,16,0,1,4,9,4,289,38,52,8.1,34.3,0.013,1,0.002,0.244,non,25.37,0.008,0.13,49,NORMAL
PP0050B01,10/10/2018,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810146,"12M_71, 72, 73",,35.3,-,85,56.7,3533,19996,5271,286,9,20,0,2,11,5,6,29158,49,49,11.8,33.1,0.013,L1.0,0.048,0.627,3B,25.71,0.008,0.13,69.5,NORMAL
PP0050B01,4/30/2019,-,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81905004,"6M_71,72",,36,69,80,60.3,4327,23114,4527,295,5,17,0,2,4,8,2,323,48,49.5,9.4,33.1,0.013,1,0.048,0.627,3B,25.71,0.008,0.13,69.5,NORMAL
PP0050B01,4/18/2020,,Andaman Kaiornvakin,Jirasak Suksakun,IEC,GPSC,-,-,4/18/2020,,,,,2232,30834,3877,267,8,24,0,2,8,0,3,312,50,38,,,,,,,,,,,,
PP0050B01,5/18/2020,,Andaman Kajornvakin,Jirasak Suksakun,IEC,GPSC,-,-,5/18/2020,,,,,2232,30834,3877,267,8,24,0,2,8,0,3,312,50,38,,,,,,,,,,,,NORMAL
PP0050B01,5/20/2020,,,,IEC,,,,,,,,,2232,0,1877,267,4,12,0,0,0,0,0,283,,,13,,,,,,,,,,,
PP0050B01,12/1/2020,,Ketsara A.,Mr.Pimchart P.,"Insulation Engineering and Consultant Co., Ltd.",GPSC,,,,30,60,60,62,8517,16506,2693,381,7,19,0,1,2,1,1,409,60,78,9,34,0.009,1,0.008,0.038,1b,13,0.01,0.4,16,NORMAL
PP0050B01,6/14/2021,211016346,Ms.Klednatee P.,Mr.Jirasak S.,IEC,GPSC,IEC,"6M_71,72",6/14/2021,-,-,-,-,6244,16112,1662,165,0,5,0,0,1,1,1,171,58,63,9,32,0.012,1.5,0.011,0.55,Non Corrosive,20,-,0.6,44,NORMAL
PP0050B01,11/1/2021,-,Ms.Kladnatee P.,"Mr,Jirasak S.",IEC,GPSC,-,-,,-,64,-,-,6582,21649,2410,223,0,13,0,1,2,1,1,239,64,80,13,31,0.019,1,0.004,0.43,1b,12,No sludge,0.2,48,NORMAL
PP0050B01,3/28/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,3386,28693,5415,510,5,42,0,3,8,3,4,568,64,73,11,40,,,,,,,,,,NORMAL
PP0050B01,4/11/2023,,Mr.Waraporn D.,Mr.Pimchart P.,IEC,GPSC,,,,,,,,5544,49887,348,950,410,0,0,7,3,4,4,389,62,86,11,32,0.027,1,0.004,0.32,1b,35,-,0.2,5,NORMAL
PP0050B01,2/9/2024,,Chayaporn Somsriyo,Mr.Jirasak S.,Hitachi Energy,GPSC,Hitachi Lab.,6M 2024,2/23/2024,,,,,4923,27394,2509,269,2,2,0,2,7,5,4,304,62,80,8.6,32,0.027,1,0.004,0.32,1b,35,-,0.2,5,NORMAL
PP0050B01,3/11/2025,,Chayaporn S.,Mr.Jirasak S.,Hitachi,GPSC,2025-00311,6M 2025,3/11/2025,-,66,-,-,7043,50527,8793,694,5,50,0,3,10,14,5,712,66,82.3,9.1,41.7,0.01,1.5,0.006,0.427,2e,47,-,2,0.32,NORMAL
PP0050B01,3/11/2025,,Chayaporn S.,Mr.Jirasak S.,Hitachi,GPSC,2025-00311,6M 2025,3/11/2025,-,66,-,-,7043,50527,8793,694,5,50,0,3,10,14,5,712,66,82.3,9.1,41.7,0.01,1.5,0.006,0.427,2e,47,-,2,0.32,NORMAL
PP0050B01,9/22/2025,,Aekapong Klamchang,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,64,,,3165,28540,6947,361,3,31,0,2,9,4,4,397,64,61.3,9.5,29.2,0.01,1.5,0.003,0.42,1b,35,0.0019,1.6,49,NORMAL
PP0084B01,12/16/2020,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,1.8,-,
PP0084B01,3/8/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,12396,30272,1536,239,23,11,0,1,2,1,1,276,,89,6,36,0,0.5,0.028,1.25,Noncorrosive,-,-,1.2,0,NORMAL
PP0084B01,5/21/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,4081,21380,2764,254,19,11,0,1,2,1,1,287,,83,5,40,0.01,0.5,0.032,0.9,Non corrosive,-,-,-,-,NORMAL
PP0084B01,8/23/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,3566,23199,2787,237,7,4,0,1,1,1,1,250,,86,3,29,0.016,0.5,0.026,2.43,Non corrosive,-,-,-,-,NORMAL
PP0084B01,12/13/2021,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,3858,22902,2683,233,10,7,0,1,2,1,1,253,,90,5,37,0.015,0.5,0.049,1.65,Non corrosive,-,-,-,-,NORMAL
PP0084B01,4/26/2022,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,2553,22308,1706,268,13,17,0,3,6,4,4,307,48,96,5,39,0.01,1,0.34,1.89,Corrosive,-,-,0.2,10,NORMAL
PP0084B01,11/21/2022,,Mr.Wachirawit Th.,Mr.Jirasak S.,IEC,GPSC,IEC,12M,11/21/2022,,,,,3401,24855,3113,656,24,34,0,3,8,4,4,725,64,81,9,39,0.029,0.5,0.027,1.32,4A,-,-,-,10,NORMAL
PP0084B01,4/18/2023,,Mr.Jirasak Suksakun,Mr.Sittipong K.,GPSC,GPSC,IEC230120,4M#1,4/18/2023,,66,,,4622,41419,2185,239,11,16,0,2,6,4,4,274,66,83,8,38,0.022,1,0.024,1.4,4a,-,-,1.2,42,NORMAL
PP0084B01,11/13/2023,,Chayaporn Somsriyo,Mr.Jirasak S.,Hitachi Energy,GPSC,202300226,,11/13/2023,,38,,,7243,49915,2112,444,14,32,0,2,10,3,5,0,34,48.7,10.5,35.8,0.02,1.5,0.026,1.561,3b,35,-,-,42,NORMAL
PP0084B01,11/13/2023,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,11/13/2023,,38,,,7243,49915,2112,444,14,32,0,2,10,3,5,0,33,48.7,10.5,35.8,0.02,1.5,0.026,1.561,3b,35,-,-,42,NORMAL
PP0084B01,4/30/2024,,Chayaporn Somsriyo,Mr.Pimchart P.,Hitachi Energy,GPSC,,,4/30/2024,,58,,,2667,28296,3660,287,13,30,0,3,11,7,10,0,53,87.3,3.7,35.8,0.02,1.5,0.026,1.561,3b,35,-,-,42,NORMAL
PP0084B01,11/11/2024,,Chayaporn S,Pimchart P.,Hitachi Energy,GPSC,,,,,50,,,4837,37411,3400,200,2,29,0,3,11,5,7,234,50,66.9,2.9,33.1,0.01,1.5,0.049,2.2,3b,35,0.01,10.6,20,NORMAL
PP0084B01,5/19/2025,,Chayaporn S.,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,6M,,,53,,,13354,83388,3996,203,8,32,0,3,11,4,6,257,53,80.9,6.3,33.1,0.01,1.5,0.049,4.737,3b,,,,10,NORMAL
PP0084B01,11/5/2025,,Aekapong Klamchang,Pimchart P.,Hitachi Energy,GPSC,Hitachi Energy,12M,,,46,,,3678,42178,5026,175,8,33,0,3,12,5,6,231,46,85.5,5.8,32.9,0.01,1.5,0.021,3.698,3b,0,0.009,7.9,6.7,NORMAL
PP0091B01,8/1/2011,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,0,0,1630,309,6,4,0,7,3,0,0,329,,44,10,35,0.1,0.5,0.069,0.32,1b,-,-,-,-,NORMAL
PP0091B01,1/26/2012,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,19153,45461,1979,267,15,0,0,0,0,0,2,282,,49,8,-,-,-,0.079,0.5,1b,-,-,-,-,NORMAL
PP0091B01,1/21/2013,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,20561,46792,2110,270,16,1,0,0,0,0,0,287,,44,15,36,0.02,0.5,-,-,1b,3,-,-,0,NORMAL
PP0091B01,1/27/2014,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,9931,20865,1574,109,0,0,0,0,0,0,0,109,,54,9,31,0.01,1,0.072,2.35,1b,5,0,1.2,0,NORMAL
PP0091B01,1/21/2015,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,20552,48163,1642,176,14,0,0,1,2,0,0,193,,45,13,32,0.02,1,0.075,0.3,1b,5,-,1.2,0,NORMAL
PP0091B01,1/14/2016,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,23596,54960,1042,124,5,0,6,0,0,10,4,135,,44,5,-,-,-,-,-,-,-,-,-,-,NORMAL
PP0091B01,2/9/2016,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,14886,46310,1407,136,0,1,0,1,1,0,0,139,,44,11,34,0.02,1,0.08,0.36,1b,0,0,1,0,NORMAL
PP0091B01,11/24/2016,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,25497,58556,1143,130,6,1,0,9,0,12,7,146,,73,4,37,0.01,1.5,0.007,0.42,1b,36,0.01,0.3,6,NORMAL
PP0091B01,2/2/2017,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,26882,62853,1157,131,6,1,0,8,0,18,6,146,,60,4,-,-,-,-,-,-,-,-,-,-,NORMAL
