serial,date,H1_tap_max_ratio,H1_max_err,H1_max_phd,H1_tap_cen_ratio,H1_cen_err,H1_cen_phd,H1_tap_min_ratio,H1_min_err,H1_min_phd,H1_tap_N1,H1_tap_rate_N1,H1_ratio1,H1_err1,H1_phd1,H1_tap_N2,H1_tap_rate_N2,H1_ratio2,H1_err2,H1_phd2,H2_tap_max_ratio,H2_max_err,H2_max_phd,H2_tap_cen_ratio,H2_cen_err,H2_cen_phd,H2_tap_min_ratio,H2_min_err,H2_min_phd,H2_ratio1,H2_err1,H2_phd1,H2_ratio2,H2_err2,H2_phd2,H3_tap_max_ratio,H3_max_err,H3_max_phd,H3_tap_cen_ratio,H3_cen_err,H3_cen_phd,H3_tap_min_ratio,H3_min_err,H3_min_phd,H3_ratio1,H3_err1,H3_phd1,H3_ratio2,H3_err2,H3_phd2,TESTNO,NAME1,NAME2,COMP1,COMP2,TESTINS,INSSERIAL,INSCAL,AMBIENT,OILTEMP,WINDINGTEMP,HUMIDITY,NOTE,MAXERR,MAXDEV,Object1,Object2,Object3,Object4,Object5,Object6,Object7,Object8,Object9,Object10,Object11,Object12,Object13,Object14,Object15,Object16,Object17,Object18,Object19,Object20,Object21,Object22,Object23,Object24,Object25,Object26,Object27,Object28,Object29,Object30
EDP008001,6/20/2018,5.6401,0.24,0.07,4.9047,0.27,0.09,4.169,0.31,0.11,-,-,-,-,-,-,-,-,-,-,5.636,0.17,0.09,4.9004,0.19,0.1,4.1646,0.2,0.12,-,-,-,-,-,-,5.641,0.26,0.02,4.9053,0.29,0.01,4.1696,0.32,0.01,-,-,-,-,-,-,181071638,MR.Jirasak Suksakun,,CMT-GLOW,,TESTRANO 600,DA193X,2/16/2018,37,34,33,42,,0.32,0.12,Infinity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDP008001,3/14/2019,3.254,0.17,0.09,2.8322,0.29,0.01,2.4073,0.33,0.01,,-,-,-,-,,-,-,-,-,3.257,0.26,0.02,2.8318,0.28,0.01,2.407,0.31,0.02,-,-,-,-,-,-,3.2564,0.24,0.07,2.8315,0.27,0.02,2.4066,0.3,0.03,-,-,-,-,-,-,191013282,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,33,35,35,65,,0.33,0.09,0.17,0.09,0.26,0.02,0.24,0.07,0.29,0.01,0.28,0.01,0.27,0.02,0.33,0.01,0.31,0.02,0.3,0.03,-,-,-,-,-,-,-,-,-,-,-,-
EDP008001,7/24/2019,-,-,-,-,-,-,-,-,-,7,2.9656,2.9728,0.24,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9727,0.24,0.01,-,-,-,-,-,-,-,-,-,-,-,-,2.9725,0.23,0.01,-,-,-,191003237,Jirasak S.,,GLOW-CMT,,TESTRANO 600,DA193X,2/16/2018,34,40,40,56,,0.24,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.24,0,0.24,0.01,0.23,0.01,-,-,-,-,-,-
EDP008001,2/8/2022,3.256,0.23,0.03,2.831,0.25,0,2.406,0.27,0,-,-,-,-,-,-,-,-,-,-,3.255,0.2,0,2.831,0.25,0,2.406,0.27,0,-,-,-,-,-,-,3.255,0.2,0.03,2.831,0.25,0,2.406,0.27,0,-,-,-,-,-,-,211050292,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,,32,33,33,67,Before overhaul OLTC,0.27,0.03,0.23,0.03,0.2,0,0.2,0.03,0.25,0,0.25,0,0.25,0,0.27,0,0.27,0,0.27,0,-,-,-,-,-,-,-,-,-,-,-,-
EDP008001,5/9/2025,3.255,0.2,0,2.824,0,0,2.399,0.02,0,,-,-,-,-,,-,-,-,-,3.255,0.2,0.03,2.824,0,0,2.399,0.02,0,-,-,-,-,-,-,3.256,0.23,0.03,2.824,0,0,2.399,0.02,0,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TETRANO 600,DA193X,,,,,,,0.23,0.03,0.2,0,0.2,0.03,0.23,0.03,0,0,0,0,0,0,0.02,0,0.02,0,0.02,0,-,-,-,-,-,-,-,-,-,-,-,-
EDP011601,3/13/2019,3.2565,0.25,0,2.8316,0.27,0,2.4068,0.3,0,,,,,,,,,,,3.2564,0.24,0.01,2.8315,0.27,0.01,2.4069,0.31,0.02,,,,,,,3.2568,0.26,0.01,2.8318,0.28,0.01,2.4075,0.33,0.03,,,,,,,191013291,Mr. Jirasak S.,,GLOW-CMT,GLOW,TESTRANO 600,DA193X,2/16/2018,34,33,33,45,,0.33,0.03,0.25,0,0.24,0.01,0.26,0.01,0.27,0,0.27,0.01,0.28,0.01,0.3,0,0.31,0.02,0.33,0.03,,,,,,,,,,,,
EDP011601,8/2/2021,3.2562,0.24,0,2.8313,0.26,0,2.4071,0.32,0.02,,,,,,,,,,,3.2562,0.24,0.01,2.8314,0.26,0.01,2.4066,0.3,0.01,,,,,,,3.256,0.23,0.01,2.8311,0.25,0.01,2.4068,0.3,0.01,,,,,,,211028715,Mr. Methee Meechitti,,GPSC,,TESTRANO 600,DA 193X,2/16/2018,33,38,38,56,,0.32,0.02,0.24,0,0.24,0.01,0.23,0.01,0.26,0,0.26,0.01,0.25,0.01,0.32,0.02,0.3,0.01,0.3,0.01,,,,,,,,,,,,
EDP011601,8/2/2021,3.2562,0.24,0,2.8313,0.26,0,2.4071,0.32,0.02,,,,,,,,,,,3.2562,0.24,0.01,2.8314,0.26,0.01,2.4066,0.3,0.01,,,,,,,3.256,0.23,0.01,2.8311,0.25,0.01,2.4068,0.3,0.01,,,,,,,211028715,Mr. Jirasak S.,,GPSC,,TESTRANO 600,DA 193X,2/18/2018,33,32,32,56,,0.32,0.02,0.24,0,0.24,0.01,0.23,0.01,0.26,0,0.26,0.01,0.25,0.01,0.32,0.02,0.3,0.01,0.3,0.01,,,,,,,,,,,,
EDP011601,10/7/2024,3.2586,0.31,0.02,2.833,0.32,0.01,2.4084,0.37,0,,,,,,,,,,,3.2592,0.33,0.08,2.8333,0.33,0.06,2.4084,0.37,0.07,,,,,,,3.2566,0.25,0.06,2.8316,0.27,0.05,2.4067,0.3,0.07,,,,,,,,Mr. Jirasak S,,GPSC,,TESTRANO 600,DA193X,10/9/2024,33,46,46,60,,0.37,0.08,0.31,0.02,0.33,0.08,0.25,0.06,0.32,0.01,0.33,0.06,0.27,0.05,0.37,0,0.37,0.07,0.3,0.07,,,,,,,,,,,,
EDP018401,10/29/2023,5.733,0.3,0.35,5.213,0.27,0.31,4.695,0.21,0.17,,,,,,,,,,,5.753,0.05,0.24,5.229,0.04,0.25,4.703,0.04,0.15,,,,,,,5.739,0.19,0.1,5.216,0.21,0.06,4.696,0.19,0.02,,,,,,,,Mr. Chairat P.,,HITACHI,,TESTRANO 600,CH158W,5/14/2018,32,32,32,71,,0.3,0.35,0.3,0.35,0.05,0.24,0.19,0.1,0.27,0.31,0.04,0.25,0.21,0.06,0.21,0.17,0.04,0.15,0.19,0.02,,,,,,,,,,,,
ET8712/1,2/1/2018,6.8545,0.07,0.01,6.4595,0.05,0,5.592,0.43,0.01,,,,,,,,,,,6.855,0.06,0.01,6.4595,0.05,0.01,5.5915,0.42,0.02,,,,1350,,,6.856,0.04,0.02,6.46,0.06,0.01,5.5925,0.44,0.01,,,,,,,,Mr. Phanuphong I.,Mr. Pitsanuvet K.,"TIS Engineering & Serivce Co.,Ltd.",ENGIE GLOW,Raytech / SPY Mark III,314-151,,32,34,35,50,,0.44,0.02,0.07,0.01,0.06,0.01,0.04,0.02,0.05,0,0.05,0.01,0.06,0.01,0.43,0.01,0.42,0.02,0.44,0.01,,,,,,,,,,,,
ET8712/1,10/27/2023,6.853,0.09,0.01,6.458,0.03,0,5.59,0.4,0.02,,-,-,-,-,,-,-,-,-,6.852,0.1,0.01,6.458,0.03,0,5.589,0.38,0.02,-,-,-,-,-,-,6.853,0.09,0,6.458,0.03,0,5.59,0.4,0,-,-,-,-,-,-,,Mr.Prawit N.,-,Hitachi,GPSC,,,,,,,,,0.4,0.02,0.09,0.01,0.1,0.01,0.09,0,0.03,0,0.03,0,0.03,0,0.4,0.02,0.38,0.02,0.4,0,-,-,-,-,-,-,-,-,-,-,-,-
ET8712/1,10/30/2023,6.854,0.07,0.03,6.459,0.05,0.03,5.59,0.4,0.18,,-,-,-,-,,-,-,-,-,6.852,0.1,0.01,6.457,0.02,0.02,5.58,0.22,0,-,-,-,-,-,-,6.853,0.09,0.01,6.458,0.03,0.02,5.58,0.22,0.18,-,-,-,-,-,-,,Mr.Prawit N.,Mr.Jirasak S.,Hitachi,GPSC,,,,,,,,,0.4,0.18,0.07,0.03,0.1,0.01,0.09,0.01,0.05,0.03,0.02,0.02,0.03,0.02,0.4,0.18,0.22,0,0.22,0.18,-,-,-,-,-,-,-,-,-,-,-,-
ET8712_2,1/28/2018,6.856,0.04,0,6.462,0.09,0,5.593,0.45,0.05,-,-,-,-,-,-,-,-,-,-,6.856,0.04,0.04,6.462,0.09,0.05,5.59,0.4,0,-,-,-,-,-,-,6.859,0,0.04,6.465,0.14,0.05,5.59,0.4,0.05,-,-,-,-,-,-,,Mr. Phanuphong Inchina,Mr.Pitsanuvet Khantee,TIS,GLOW,Variac Flucke 189,88700531,3/3/2017,31,38,38,54,,0.45,0.05,0.04,0,0.04,0.04,0,0.04,0.09,0,0.09,0.05,0.14,0.05,0.45,0.05,0.4,0,0.4,0.05,-,-,-,-,-,-,-,-,-,-,-,-
ET8712_2,8/11/2024,6.853,0.09,0.01,6.458,0.03,0.02,5.589,0.38,0,-,-,-,-,-,-,-,-,-,-,6.852,0.1,0,6.457,0.02,0.02,5.589,0.38,0,-,-,-,-,-,-,6.852,0.1,0.01,6.458,0.03,0,5.589,0.38,0,-,-,-,-,-,-,,Polasart T.,Mr.Jirasak S.,Hitachi Energy,GPSC,TESTRANO 600,DA193X,,,,,,,0.38,0.02,0.09,0.01,0.1,0,0.1,0.01,0.03,0.02,0.02,0.02,0.03,0,0.38,0,0.38,0,0.38,0,-,-,-,-,-,-,-,-,-,-,-,-
ET8713/1,11/1/2023,7.191,0.07,0.01,6.772,0.13,0.01,5.834,0.02,0.02,,-,-,-,-,,-,-,-,-,7.19,0.06,0.03,6.771,0.12,0.01,5.833,0,0.03,-,-,-,-,-,-,7.192,0.08,0.01,6.772,0.13,0,5.835,0.03,0.02,-,-,-,-,-,-,,Mr.Prawit N.,Mr.Jirasak S.,Hitachi,GPSC,TESTRANO 600,,,,,,,,0.13,0.03,0.07,0.01,0.06,0.03,0.08,0.01,0.13,0.01,0.12,0.01,0.13,0,0.02,0.02,0,0.03,0.03,0.02,-,-,-,-,-,-,-,-,-,-,-,-
FC203816,8/25/2019,,,,29.8604,0.06,0,,,,,,,,,,,,,,,,,29.8593,0.06,0.01,,,,,,,,,,,,,29.8612,0.06,0,,,,,,,,,,191043906,Mr. Jirasak S.,Mr. Methee M.,GLOW-CMT,GLOW-CMT,TESTRANO 600,DA193X,2/16/2018,33,35,35,52,,0.06,0.01,,,,,,,0.06,0,0.06,0.01,0.06,0,,,,,,,,,,,,,,,,,,
JD 85034202,6/1/2013,15.139,-0.106,,14.459,0.173,,13.733,0.153,,2,,14.774,-0.142,,4,,14.095,0.156,,15.138,-0.112,,14.459,0.173,,13.732,0.146,,14.774,-0.142,,14.095,0.156,,15.139,-0.106,,14.458,0.166,,13.732,0.146,,14.774,-0.142,,14.095,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JD85034202,6/1/2013,15.139,Infinity,0.01,14.459,33.22,0,13.733,Infinity,0.01,,,,,,,,,,,15.138,Infinity,0.01,14.459,33.22,0.01,13.732,Infinity,0,,,,,,,15.139,Infinity,0,14.458,33.22,0.01,13.732,Infinity,0.01,,,,,,,,Mr. Nipon B,,"TIS Engineering and Service co., Ltd",,Ratech TR. Spy Mark II,283180,,,,,,,Infinity,0.01,Infinity,0.01,Infinity,0.01,Infinity,0,33.22,0,33.22,0.01,33.22,0.01,Infinity,0.01,Infinity,0,Infinity,0.01,,,,,,,,,,,,
JD85034202,10/10/2017,,,,14.451,33.25,0.04,,,,,,,,,,,,,,,,,14.457,33.23,0.01,,,,,,,13920,,,,,,14.458,33.22,0.05,,,,,,,,,,,Mr. Anusit S,Mr. Kritsada K,"TIS Engineering and Service co., Ltd",GHECO ONE,Raytech / SPY Mark III,314151,,34,32,32,68,,33.25,0.05,,,,,,,33.25,0.04,33.23,0.01,33.22,0.05,,,,,,,,,,,,,,,,,,
JD85034202,1/9/2019,,,,21.686,0.16,0,,,,,,,,,,,,,,,,,21.686,0.16,0,,,,,,,,,,,,,21.686,0.16,0,,,,,,,,,,,Phanasak K.,Jirasak S.,"TIS Engineering and Service Co.,Ltd.",GLOW-CMT,TESTRANO 600,DA212X,4/19/2018,30,35,36,69,,0.16,0,,,,,,,0.16,0,0.16,0,0.16,0,,,,,,,,,,,,,,,,,,
JD85034202,1/25/2023,,,,21.688,0.17,0.01,,,,,,,,,,,,,,,,,21.686,0.16,0.01,,,,,,,,,,,,,21.683,0.15,0.02,,,,,,,,,,,Mr.Tanasak K.,Mr.Jirasak S.,TIS,GPSC,TESTRANO 600,GA635A,2/26/2022,32,28,30,60,,0.17,0.02,,,,,,,0.17,0.01,0.16,0.01,0.15,0.02,,,,,,,,,,,,,,,,,,
JD85034202,1/9/2026,,,,21.683,0.15,0,,,,,,,,,,,,,,,,,21.683,0.15,0,,,,,,,,,,,,,21.683,0.15,0,,,,,,,,,,,Mr.Kongsak K.,Mr.Jirasak S.,็Hitachi Energy,GPSC,TESTRANO 600,FJ571Z,,,,,,,0.15,0,,,,,,,0.15,0,0.15,0,0.15,0,,,,,,,,,,,,,,,,,,
K810289,11/28/2019,,,,3.315,0.14,0.01,,,,,,,,,,,,,,,,,3.3146,0.16,0.03,,,,,,,,,,,,,3.3156,0.13,0.02,,,,,,,,,,191057169,Mr. Jirasak S.,,CMT-GLOW,GLOW,TESTRANO 600,DA193X,2/16/2018,32,-,32,55,,0.16,0.03,,,,,,,0.14,0.01,0.16,0.03,0.13,0.02,,,,,,,,,,,,,,,,,,
K810290,11/28/2019,-,-,-,11.0576,0.08,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.0573,0.08,0.01,-,-,-,-,-,-,-,-,-,-,-,-,11.0583,0.07,0.01,-,-,-,-,-,-,-,-,-,191057168,Jirasak S.,Methee M.,GLOW-CMT,GLOW,TESTRANO 600,DA193X,2/16/2018,33,-,33,47,,0.08,0.01,-,-,-,-,-,-,0.08,0,0.08,0.01,0.07,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
K810291,11/23/2019,,,,11.065,0,0.01,,,,,,,,,,,,,,,,,11.064,0.01,0.01,,,,,,,,,,,,,11.065,0,0,,,,,,,,,,191057170,Mr. Jirasak S.,,CMT-GLOW,GLOW,TESTRANO 600,DA193X,2/16/2018,29,-,29,50,,0.01,0.01,,,,,,,0,0.01,0.01,0.01,0,0,,,,,,,,,,,,,,,,,,
PBE0579,12/13/2015,-,-,-,47.892,0.05,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.9,0.04,0.02,-,-,-,-,-,-,-,-,-,-,-,-,47.892,0.05,0,-,-,-,-,-,-,-,-,-,,Mr. Anysit S.,,"TIS Engineering & Service Co.,Ltd",,Raytec / Spymark III,314151,,-,-,-,-,,0.05,0.02,-,-,-,-,-,-,0.05,0.02,0.04,0.02,0.05,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PBE0579,8/29/2018,-,-,-,47.9034,0.03,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.9048,0.03,0,-,-,-,-,-,-,--,-,-,-,-,-,47.9037,0.03,0,-,-,-,-,-,-,-,-,-,,Mr. Chaichaleom W,Mr. Pimchart P,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Omicron/Testrano 600,DA212X,4/19/2018,33,40,-,65,,0.03,0,-,-,-,-,-,-,0.03,0,0.03,0,0.03,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PBE0580,12/13/2015,-,-,-,47.894,0.05,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.898,0.04,0.01,-,-,-,-,-,-,-,-,-,-,-,-,47.892,0.05,0,-,-,-,-,-,-,-,-,-,,Mr. Anysit S.,,"TIS Engineering & Service Co.,Ltd",,Raytech / Spy Mark III,314151,,-,-,-,-,,0.05,0.01,-,-,-,-,-,-,0.05,0.01,0.04,0.01,0.05,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PBE0580,8/29/2018,-,-,-,47.896,0.04,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.9,0.04,0,-,-,-,-,-,-,-,-,-,-,-,-,47.898,0.04,0,-,-,-,-,-,-,-,-,-,,Mr. Chaichaleom W,Mr. Pimchart P,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Omicron/Testrano 600,DA212X,4/19/2018,31,38,-,58,,0.04,0.01,-,-,-,-,-,-,0.04,0.01,0.04,0,0.04,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PBJ1198,6/20/2015,-,-,-,47.903,0.03,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.898,0.04,0,-,-,-,-,-,-,-,-,-,-,-,-,47.9,0.04,0.01,-,-,-,-,-,-,-,-,-,,Mr. Anysit S.,,"TIS Engineering & Service Co.,Ltd",,Ratech TR. Spy Mark II,2783180,,,,,,,0.04,0.01,,,,,,,0.03,0.01,0.03,0.01,0.04,0,,,,,,,,,,,,,,,,,,
PBJ1198,6/1/2017,-,-,-,47.88,0.08,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.882,0.07,0.01,-,-,-,-,-,-,-,-,-,-,-,-,47.888,0.06,0.02,-,-,-,-,-,-,-,-,-,,Mr. Anysit S.,Mr. Weerachai Kulala,"TIS Engineering & Service Co.,Ltd",ENGIE GLOW,Raytech / Spy Mark III,314151,3/1/2017,34,50,-,67,,0.08,0.02,-,-,-,-,-,-,0.08,0.02,0.06,0.02,0.04,0.04,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PBJ1200,8/19/2012,,,,47.89,0.02,0,,,,,,,,,,,,,,,,,47.892,0.03,0.01,,,,,,,2560,,,,,,47.888,0.02,0,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Raytech / SPY Mark III,,2/7/2012,,,,,,0.03,0.01,,,,,,,0.02,0,0.03,0.01,0.02,0,,,,,,,,,,,,,,,,,,
PBJ1200,6/20/2015,,,,47.901,0.05,0.01,,,,,,,,,,,,,,,,,47.904,0.05,0.01,,,,,,,,,,,,,47.899,0.04,0,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Ratech TR. Spy Mark II,2783180,,,,,,,0.05,0.01,,,,,,,0.05,0.01,0.05,0.01,0.04,0,,,,,,,,,,,,,,,,,,
PBJ1200,6/5/2017,,,,47.886,0.01,0.01,,,,,,,,,,,,,,,,,47.89,0.02,0.02,,,,,,,2560,,,,,,47.9,0.04,0.03,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Raytech / SPY Mark III,314151,3/1/2017,34,50,,67,,0.04,0.03,,,,,,,0.01,0.01,0.02,0.02,0.04,0.03,,,,,,,,,,,,,,,,,,
PBJ1200,10/26/2018,,,,47.907,0.06,0.02,,,,,,,,,,,,,,,,,47.899,0.04,0.01,,,,,,,,,,,,,47.904,0.05,0.01,,,,,,,,,,181090534,Mr.Thanawat K.,Jirasak S.,"TIS Engineering and Service Co.,Ltd.",GLOW-CMT,TESTRANO 600,DA212X,,34,38,38,63,,0.06,0.02,,,,,,,0.06,0.02,0.04,0.01,0.05,0.01,,,,,,,,,,,,,,,,,,
PBK1325,9/2/2014,,,,47.888,0.06,0.02,,,,,,,,,,,,,,,,,47.896,0.04,0.01,,,,,,,,,,,,,47.89,0.06,0,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Ratech TR. Spy Mark II,2783180,,,,,,,0.06,0.02,,,,,,,0.06,0.02,0.04,0.01,0.06,0,,,,,,,,,,,,,,,,,,
PBK1325,6/4/2016,,,,47.912,0.01,0,,,,,,,,,,,,,,,,,47.914,0.01,0,,,,,,,2560,,,,,,47.912,0.01,0,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Raytech / SPY Mark III,314151,3/16/2016,33,40,,52,,0.01,0,,,,,,,0.01,0,0.01,0,0.01,0,,,,,,,,,,,,,,,,,,
PBK1325,12/5/2017,,,,47.885,0.07,0.01,,,,,,,,,,,,,,,,,47.888,0.06,0,,,,,,,2560,,,,,,47.887,0.06,0,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Raytech / SPY Mark III,314151,3/1/2017,27,38,,62,,0.07,0.01,,,,,,,0.07,0.01,0.06,0,0.06,0,,,,,,,,,,,,,,,,,,
PBL1465,9/2/2014,,,,47.892,0.02,0.01,,,,,,,,,,,,,,,,,47.898,0.04,0.02,,,,,,,,,,,,,47.888,0.01,0.01,,,,,,,,,,,Mr. Anusit S,,"TIS Engineering and Service co., Ltd",,Ratech TR. Spy Mark II,2783180,,,,,,,0.04,0.02,,,,,,,0.02,0.01,0.04,0.02,0.01,0.01,,,,,,,,,,,,,,,,,,
PBL1465,6/4/2016,,,,47.908,0.06,0.01,,,,,,,,,,,,,,,,,47.901,0.04,0.01,,,,,,,,,,,,,47.906,0.05,0,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Raytech / SPY Mark III,314151,3/16/2016,33,40,,52,,0.06,0.01,,,,,,,0.06,0.01,0.04,0.01,0.05,0,,,,,,,,,,,,,,,,,,
PBL1465,12/5/2017,,,,47.881,0,0.01,,,,,,,,,,,,,,,,,47.885,0.01,0,,,,,,,2560,,,,,,47.883,0,0,,,,,,,,,,,Mr. Anusit S,Mr. Weerachai K,"TIS Engineering and Service co., Ltd",ENGIE GLOW,Raytech / SPY Mark III,314151,3/1/2017,27,38,,62,,0.01,0.01,,,,,,,0,0.01,0.01,0,0,0,,,,,,,,,,,,,,,,,,
PBL1465,4/27/2025,-,-,-,47.893,0.03,0.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,47.889,0.02,0.01,-,-,-,-,-,-,-,-,-,-,-,-,47.892,0.02,0,-,-,-,-,-,-,-,-,-,,Polasart T.,Mr.JIrasak S.,Hitachi Energy,GPSC,TESTRANO 600,,,,,,,,0.03,0.01,-,-,-,-,-,-,0.03,0.01,0.02,0.01,0.02,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PP0016B01,4/1/2015,3.043,0,0,2.766,0,0,2.489,0,0,,,,,,,,,,,3.043,0,0,2.766,0,0,2.489,0,0,,,,,,,3.043,0,0,2.766,0,0,2.489,0,0,,,,,,,,Mr. Anusit Sara,,TIS Engineering and Service Co. Ltd,,Raytech / SPY Mark III,314-515,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0016B01,2/13/2021,-,-,-,5.906,0.31,0.37,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,5.928,0.07,0.05,-,-,-,-,-,-,-,-,-,-,-,-,5.931,0.12,0.42,-,-,-,-,-,-,-,-,-,211006132,Mr.Jirasak S.,Mr.Sittpong K.,GPSC,GPSC,TESTRANO 600,DA193X,2/16/2018,28,32,32,74,,0.31,0.42,-,-,-,-,-,-,0.31,0.37,0.07,0.05,0.12,0.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PP0016B01,1/9/2024,-,-,-,5.905,0.32,0.05,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,5.908,0.27,0.36,-,-,-,-,-,-,-,-,-,-,-,-,5.929,0.08,0.4,-,-,-,-,-,-,-,-,-,30000024126,Mr.Jirasak S.,,GPSC,,TESTRANO 600,DA193X,1/10/2024,31,32,32,61,,0.32,0.4,-,-,-,-,-,-,0.32,0.05,0.27,0.36,0.08,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PP0016B01,6/28/2026,-,-,-,5.939,0.25,0.13,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,5.931,0.12,0.32,-,-,-,-,-,-,-,-,-,-,-,-,5.912,0.2,0.46,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,,,,36,44,44,52,,0.25,0.46,-,-,-,-,-,-,0.25,0.13,0.12,0.32,0.2,0.46,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PP0050B01,1/16/2019,,,,5.9263,0.04,0,,,,,,,,,,,,,,,,,5.9261,0.03,0,,,,,,,,,,,,,5.926,0.03,0.01,,,,,,,,,,181100888,Jirasak S.,,GLOW CMT,,TESTRANO 600,DA193X,2/16/2018,30,31,32,76,,0.04,0.01,,,,,,,0.04,0,0.03,0,0.03,0.01,,,,,,,,,,,,,,,,,,
PP0050B01,1/5/2022,-,-,-,5.907,0.29,0.46,-,-,-,,-,-,-,-,,-,-,-,-,-,-,-,5.934,0.17,0.47,-,-,-,-,-,-,-,-,-,-,-,-,5.906,0.31,0.02,-,-,-,-,-,-,-,-,-,211055129,Mr.Methee M.,,GPSC,,Testrano 600,DA193X,,32,34,34,56,,0.31,0.47,-,-,-,-,-,-,0.29,0.46,0.17,0.47,0.31,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PP0050B01,9/24/2024,-,-,-,5.924,0,0.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5.933,0.15,0.03,-,-,-,-,-,-,-,-,-,-,-,-,5.931,0.12,0.12,-,-,-,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchat M.,GPSC,GPSC,TESTRANO 600,CE133V,7/18/2023,32,38,38,56,,0.15,0.15,-,-,-,-,-,-,0,0.15,0.15,0.03,0.12,0.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PP0084B01,11/1/2023,9.938,0.12,0,9.034,0.18,0,8.131,0.11,0,,-,-,-,-,,-,-,-,-,9.938,0.12,0,9.034,0.18,0,8.131,0.11,0,-,-,-,-,-,-,9.938,0.12,0,9.034,0.18,0,8.131,0.11,0,-,-,-,-,-,-,,Mr.Prawit N.,Mr.Jirasak S.,GPSC,GPSC,TESTRANO 600,,,,,,,,0.18,0,0.07,0.01,0.06,0.03,0.08,0.01,0.13,0.01,0.12,0.01,0.13,0,0.02,0.02,0,0.03,0.03,0.02,-,-,-,-,-,-,-,-,-,-,-,-
PP0084B01,7/14/2026,9.938,0.12,0,9.035,0.17,0.01,8.131,0.11,0,-,-,-,-,-,-,-,-,-,-,9.938,0.12,0.01,9.034,0.18,0,8.131,0.11,0.01,-,-,-,-,-,-,9.937,0.13,0.01,9.034,0.18,0.01,8.13,0.12,0.01,-,-,-,-,-,-,,Mr.Jirasak S.,Mr.Suchart M.,GPSC,GPSC,TESTRANO 600,DA193X,12/15/2025,,,,,,0.18,0.01,0.12,0,0.12,0.01,0.13,0.01,0.17,0.01,0.18,0,0.18,0.01,0.11,0,0.11,0.01,0.12,0.01,-,-,-,-,-,-,-,-,-,-,-,-
