Serial_No,Date,Test_No,Name1,Name2,COMP1,COMP2,Test_Instrument,Instrument_Serial_No,Calibration_Date,Ambient_Temp,Oil_Temp,Winding_Temp,Humidity,A_O2,A_N2,A_CO2,A_CO,A_H2,A_CH4,A_C2H2,A_C2H4,A_C2H6,A_C3H6,A_C3H8,A_BD,A_WC,A_PF_25,A_PF_100,A_Test_Result,B_O2,B_N2,B_CO2,B_CO,B_H2,B_CH4,B_C2H2,B_C2H4,B_C2H6,B_C3H6,B_C3H8,B_BD,B_WC,B_PF_25,B_PF_100,B_Test_Result,C_O2,C_N2,C_CO2,C_CO,C_H2,C_CH4,C_C2H2,C_C2H4,C_C2H6,C_C3H6,C_C3H8,C_BD,C_WC,C_PF_25,C_PF_100,C_Test_Result
T012006,2019-08-29 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,14742,46017,884,133,10047,1062,4954.0,1003,105,8,135,57,22,0.009,0.26,NORMAL,10843,38532,628,130,11657,1132,4909.0,1005,100,7,129,67,28,0.011,0.23,NORMAL,11460,50969,692,148,14741,1550,6825.0,1374,146,10,167,42,29,0.010,0.26,NORMAL
T012023,2019-08-29 00:00:00,,Ekkarach W.,,FOCUS LAB,,-,"12M_71,72,73",,-,34,-,-,6912,56976,702,135,10993,1079,4299,1316,263,140,115,57.4,25.2,0.046,0.865,NORMAL,4728,42099,571,126,13616,1326,5178,1628,278,111,128,46,26.5,0.034,0.72,NORMAL,4969,35484,502,105,14507,1391,5777,1755,274,72,137,61.6,28.5,0.013,0.486,NORMAL
56016,2019-08-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,30106,79902,1027,73,637,160,3244.0,343,53,5,68,29,44,0.647,1.99,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0284B01,2019-08-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,27221,68280,1000,85,4,4,0.0,46,3,28,12,48,21,0.029,1.21,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0285B01,2019-08-28 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,29163,75238,900,72,3,4,0.0,43,3,30,9,46,19,0.024,0.85,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T012023,2019-08-28 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,6912,56976,702,135,10993,1079,4299.0,1316,263,140,115,57,26,0.046,0.87,NORMAL,4728,42099,571,126,13616,1326,5178.0,1628,278,111,128,46,27,0.034,0.72,NORMAL,4969,35484,502,105,14507,1391,5777.0,1755,274,72,137,61,29,0.031,0.49,NORMAL
EDP004301,2019-08-27 00:00:00,,Mr.Ekkarach W.,Mr.Jirasak S.,FOCUS LAB,GLOW,-,-,,30.5,34,-,63.8,10996,39438,141,275,7661,571,1018,527,31,6,88,54,6.7,0,0.248,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
EDP004301,2019-08-27 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,10996,39438,141,275,7661,571,1018.0,527,31,6,88,54,7,0.000,0.25,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDP018401,2019-08-27 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,9921,51026,482,411,10563,1123,1819.0,931,74,11,161,45,11,0.005,0.44,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0041B01,2019-08-27 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,16891,60557,1260,306,1742,914,5420.0,1299,140,15,202,47,11,0.105,2.44,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0091B01,2019-08-27 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,15876,60989,1883,563,173,9,5.0,9,0,0,1,55,14,0.015,0.70,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508038,2019-06-18 00:00:00,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81906071,"6M_81, 82",,33.4,,,60.2,26505,59135,867,31,9,8,147,18,1,12,7,44,22,0.003,0.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508038,2019-06-18 00:00:00,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81906071,"12M_81,82,83",,33.4,34,-,60.2,26505,59135,867,31,9,8,147,18,1,12,7,44,22,0.003,0.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54002,2019-06-18 00:00:00,,,,,,,,,,,,,18024,51767,794,96,128,18,71,12,0,19,9,40,31.80,0.012,0.914,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
PTE 1689/04,2019-06-12 00:00:00,191028236,Mr. Dominik G.,Mr. Methee M.,MR,CMT-GLOW,Megger OTS100AF,Test after overhaul OLTC,,33,35,35,55,8152,31736,374,56,1258,72,560,67,6,9,13,80.4,5.7,0.012,1.272,NORMAL,14457,50490,639,90,1441,112,867,109,10,11,19,89.2,5.4,0.011,1.283,NORMAL,13478,50826,442,53,917,66,550,66,6,7,13,88.1,5.6,0.009,0.35,NORMAL
5513053,2019-05-10 00:00:00,,Ekkarach W.,Kritsada K.,FOCUS LAB,GHECO-ONE,81905131,"12M_81,82,83",,33.1,38,-,64.6,12730,49461,85,38,598,83,10,9,4,6,9,47.9,4.2,0,0.152,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
TP70279703,2019-05-10 00:00:00,-,Ekkarach W.,Jakkit C.,FOCUS LAB,GHECO-ONE,81905128,"12M_81,82,83",2019-05-10 00:00:00,32,39,-,63,14199,56781,542,37,6363,9020,1056,25998,57355,848,2385,54,4.6,0,0.248,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
9724074,2019-05-08 00:00:00,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81905119,"6M_81, 82",,35,,,57.5,14322,43634,547,84,721,76,735,90,8,24,16,51,21.7,0.018,0.857,,14322,43634,547,84,721,76,735,90,8,24,16,51,21.7,0.018,0.857,,14322,43634,547,84,721,76,735,90,8,24,16,51,21.7,0.018,0.857,
9724075,2019-05-08 00:00:00,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81905121,"6M_81, 82",,35.6,,,57.1,14999,36646,909,59,591,257,3592,474,50,14,73,44,24.2,0.006,0.265,,14999,36646,909,59,591,257,3592,474,50,14,73,44,24.2,0.006,0.265,,14999,36646,909,59,591,257,3592,474,50,14,73,44,24.2,0.006,0.265,
9724076,2019-05-08 00:00:00,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81905120,"6M_81, 82",,35.8,,,56.6,13702,55823,1080,145,189,19,129,20,3,11,7,57,21.2,0.018,0.755,,13702,55823,1080,145,189,19,129,20,3,11,7,57,21.2,0.018,0.755,,13702,55823,1080,145,189,19,129,20,3,11,7,57,21.2,0.018,0.755,
4612314,2019-04-30 00:00:00,-,Ekkarach W.,Jirasak S.,FOCUS LAB,GLOW,81905009,"6M_81,82",,35,35,-,61,20170,51397,1406,68,91,30,766,103,11,12,29,52,24.9,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
4711343,2019-04-30 00:00:00,-,Ekkarach W.,Jirasak S.,FOCUS LAB,GLOW,81905008,"6M_81,82",,38.7,35,-,63.5,20569,50060,564,15,16,4,128,16,2,6,6,52.8,20.3,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
5011858,2019-04-30 00:00:00,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81905020,"6M_81, 82",,33.6,,,58.4,19422,53238,998,61,112,31,220,61,31,10,13,50,17.1,0.006,0.290,,19422,53238,998,61,112,31,220,61,31,10,13,50,17.1,0.006,0.290,,19422,53238,998,61,112,31,220,61,31,10,13,50,17.1,0.006,0.290,
9624007,2019-04-30 00:00:00,-,Ekkarach W.,Jirasak S.,FOCUS LAB,GLOW,81905003,"6M_81,82",,36.1,-,-,55.5,12821,35379,371,44,2655,174,1650,171,14,17,25,41,19.9,0.065,0.861,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
9624007,2019-04-30 00:00:00,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81905003,"6M_81, 82",,36.1,,,55.5,12821,35379,371,44,2655,174,171,14,174,17,25,41,19.9,0.065,0.861,,12821,35379,371,44,2655,174,171,14,174,17,25,41,19.9,0.065,0.861,,12821,35379,371,44,2655,174,171,14,174,17,25,41,19.9,0.065,0.861,
20083122TIC008,2019-04-29 00:00:00,-,Ekkarach W.,,FOCUS LAB,GLOW,81705158,"6M_81,82",,,,,,11874,41723,1847,255,21,4,0,28,1,3,2,48,20,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
512033,2019-04-26 00:00:00,-,Ekkarach W.,Jirasak S.,FOCUS LAB,GLOW,81904156,"6M_81,82",,36.6,38,-,59.1,18373,54154,221,13,7,0,5,1,0,0,0,52,15.1,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
EDP008001,2019-04-26 00:00:00,-,Ekkarach W.,Jirasak S.,FOCUSLAB,GLOW,81904154,"6M_81,82",,35,-,-,66,12856,50889,89,96,139,22,70,47,0,7,2,51,5.70,0.122,1.835,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
EDP011601,2019-04-26 00:00:00,-,Ekkarach W.,Jirasak S.,FOCUS LAB,GLOW,81904155,"6M_81,82",,38.7,40,-,56,18865,76431,101,75,142,46,56,72,2,7,3,48,5.7,0.229,3.8,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
EDP011601,2019-04-26 00:00:00,-,Ekkarach W.,Jirasak S.,FOCUSLAB,GLOW,81904155,"6M_81,82",,38.7,-,-,56,18865,76431,101,75,142,46,56,72,2,7,3,48,5.7,0.229,3.8,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
6012333,2019-04-25 00:00:00,,Ekkarach W.,Jirasak C.,FOCUS LAB,GLOW,81904158,"6M_81,82",,34.2,31,-,63,9881,33933,361,25,10,3,3,1,0,0,2,47,12.2,0.006,0.238,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
PTE 1689/04,2019-04-25 00:00:00,-,Ekkarach W.,Jirasak S.,FOCUSLAB,GLOW,"81904151 ,52 ,53","6M_81,82",,"35.5 ,35.5 ,35.5",-,-,"63.3 ,63.3 ,63.3",8152,31736,374,56,1258,72,560,67,6,9,13,47,15.7,0.012,1.272,NORMAL,14457,50490,639,90,1441,112,867,109,10,11,19,49,13.8,0.011,1.283,NORMAL,13478,50826,442,53,917,66,550,66,6,7,13,48,30.3,0.009,0.35,NORMAL
510049,2019-04-24 00:00:00,-,Ekkarach W.,Jirasak S.,FOCUSLAB,GLOW,"81904141 ,41 ,43","6M_81,82",,"35.6 ,35.5 ,34.8",-,-,"62.8 ,62.4 ,63.9",15757,50241,1309,142,3058,270,1664,242,18,16,29,47,21.9,0.064,0.528,NORMAL,13981,42797,1126,110,2266,225,1430,209,15,16,25,48.8,21.9,0.048,0.451,NORMAL,11401,51922,1619,173,4510,391,2224,332,24,21,37,41,22.6,0.043,0.496,NORMAL
510049,2019-04-24 00:00:00,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81904141,"6M_81, 82",,35.6,,,62.8,15757,50241,1309,142,3058,270,1664,242,18,16,29,47,21.9,0.064,0.528,,13981,42797,1126,110,2266,225,1430,209,15,16,25,45.8,21.9,0.048,0.451,,11401,77544,1619,173,4510,391,2224,332,24,21,37,41,22.6,0.043,0.496,
PTE 1689/02,2019-04-24 00:00:00,-,Mr.Ekkarach W.,Mr.Jirasak S.,FOCUS LAB,NHT/NRV,-,-,,33.5,-,-,65.5,6823,29595,304,45,3485,211,1535,191,17,16,28,45.5,25.8,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
PTE 1689/03,2019-04-24 00:00:00,-,Ekkarach W.,Jirasak S.,FOCUSLAB,GLOW,"81904148 ,49 ,50","6M_81,82",,"34.3 ,34.3 ,36.8",-,-,"59.5 ,59.5 ,57.2",6141,37515,1373,254,6208,506,3351,491,57,6,74,42,22,-,-,NORMAL,10243,43991,1520,217,4349,460,3254,480,54,6,74,45,23.5,-,-,NORMAL,10305,42793,1502,190,3550,423,2970,433,50,5,66,53,24.1,-,-,NORMAL
PTE 1689/03,2019-04-24 00:00:00,,Ekkarach W.,Pimchart P.,FOCUS LAB,GLOW,81904148,"6M_81, 82",,34.8,,,59.5,6141,37515,1373,254,6208,506,3351,491,57,6,74,42,22,,,,10243,43991,1520,217,4349,460,3254,480,54,6,74,45,23.5,,,,10305,42793,1502,190,3550,423,2970,433,50,5,66,53,24.1,,,
20083122TIC003,2019-03-29 00:00:00,-,Ekkarach W.,Jirasak S.,FOCUS LAB,GLOW,81905013,"6M_81,82",2019-03-29 00:00:00,32,-,-,63,14095,46227,2489,277,29,7,5,28,2,8,7,47,18.5,-,-,NORMAL,15381,57193,3236,395,34,10,7,37,3,9,9,46,19.7,-,-,NORMAL,8263,41039,2939,424,50,9,7,44,3,2,6,45.6,19.6,-,-,NORMAL
T012006,2019-02-28 00:00:00,,Ekkarach W.,,FOCUS LAB,,-,-,,34.8,-,-,50.7,15652,20266,330,44,6040,595,3528,525,2,4,48,66.9,21.2,0.029,0.563,NORMAL,13030,53469,287,74,8597,864,4768,706,2,5,65,68.8,23.8,0.03,0.546,NORMAL,8644,40534,277,83,11711,1080,5335,820,3,10,167,47,27,0.039,0.58,NORMAL
T012006,2019-02-28 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,15652,50266,330,44,6040,595,3528.0,525,2,4,48,67,22,-,-,NORMAL,13030,53469,287,74,8597,864,4768.0,706,2,5,65,69,24,-,-,NORMAL,8644,40534,277,83,11711,1080,5335.0,820,3,6,75,47,27,-,-,NORMAL
T012023,2019-02-28 00:00:00,,Ekkarach W.,,FOCUS LAB,,-,-,,-,36,-,-,7087,50663,346,62,5043,456,2393,406,22,15,37,70.2,22.9,0.032,0.818,NORMAL,11213,67186,327,83,6837,778,3967,665,31,23,57,51.1,25.1,0.064,0.833,NORMAL,7879,43849,316,65,8964,790,3771,724,16,16,63,60.4,27.1,0.076,0.943,NORMAL
T012023,2019-02-28 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,7087,50663,346,62,5043,456,2393.0,406,22,15,37,70,23,-,-,NORMAL,11213,67186,327,83,6837,778,3967.0,665,31,23,57,51,26,-,-,NORMAL,7879,43849,316,65,8964,790,3771.0,724,16,16,63,60,28,-,-,NORMAL
56016,2019-02-27 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,21579,55299,731,62,380,132,2435.0,219,18,3,33,41,30,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0284B01,2019-02-27 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,22190,56484,1031,45,4,2,0.0,50,3,2,4,50,19,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0285B01,2019-02-27 00:00:00,,Kladnatee P.,Jirasak S.,IEC,GPSC,,,,,,,,23245,58658,901,40,4,2,0.0,43,3,2,3,66,15,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDP004301,2019-02-26 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,12873,51901,149,309,5185,415,1043.0,509,11,12,56,60,7,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDP018401,2019-02-26 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,9769,43898,370,366,9398,767,1603.0,721,22,13,99,47,8,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0041B01,2019-02-26 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,11572,55735,870,401,2891,1056,5729.0,1223,190,9,143,45,8,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP0091B01,2019-02-26 00:00:00,,Kittisak S.,Jirasak S.,IEC,GPSC,,,,,,,,14314,56343,1852,506,136,34,10.0,19,2,15,18,53,12,-,-,NORMAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDP004301,2019-02-25 00:00:00,,Mr.Ekkarach W.,Mr.Jirasak S.,FOCUS LAB,GLOW,-,-,,-,39,-,-,12873,51901,149,309,5185,415,1043,509,11,12,56,60.1,7,0.025,1.456,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
57001,2019-01-22 00:00:00,191001477,Mr. Chaichaleam,Mr. Phimchart P.,ABB,CMT-GLOW,ABB Onsite test,After Overhaul OLTC,,34,44,-,56,,,,,,,,,,,,88.1,5,0,0,NORMAL,,,,,,,,,,,,88.1,5,0,0,NORMAL,,,,,,,,,,,,88.1,5,0,0,NORMAL
PTE 1689/02,2018-10-23 00:00:00,181090402,Jirasak Suksakun,Sittipong Kerdmanee,Glow,Glow,,,,32,40,40,70,0,0,0,0,0,0,0,0,0,0,0,84.1,10,0,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,84.1,10,0,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,84.1,10,0,0,NORMAL
5011858,2018-10-18 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810200,"12M_81, 82, 83",,31.7,-,-,65.1,18133,49260,690,19,35,13,50,25,4,0,4,62.2,16.50,0.006,0.290,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
9724074,2018-10-17 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810218,"12M_81, 82, 83",,34,-,-,59,18133,49260,690,19,35,13,50,25,4,0,4,65.70,22.20,0.018,0.626,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
9724075,2018-10-17 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,818102200,"12M_81, 82, 83",,33,-,-,60,25888,59043,870,76,1178,352,2942,521,234,3612,58.1,58.1,24.40,0.006,0.265,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
9724076,2018-10-17 00:00:00,-,,,,,,,,,,,,18529,52681,802,107,253,19,10,20,109,13,8,71.9,19.7,0.018,0.84,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
6012333,2018-10-16 00:00:00,181087144,Ekkarach W.,Jirasak S.,FOCUS LAB,GLOW-CMT,81810196,"12 M 71,72,73",,34.2,36,36,63,4297,14854,90,3,3,0,0,0,0,0,0,59.90,13.2,0.006,0.238,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
6012333,2018-10-16 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810196,"12M_81, 82, 83",,34.2,-,-,63,4297,14854,90,3,3,0,0,0,0,0,0,59.9,13.20,0.006,0.238,NORMAL,4297,14854,90,3,3,0,0,0,0,0,0,59.9,13.20,0.006,0.238,NORMAL,4297,14854,90,3,3,0,0,0,0,0,0,59.9,13.20,0.006,0.238,NORMAL
20083122TIC008,2018-10-11 00:00:00,-,Ekkarach W.,,FOCUS LAB,GLOW,81612067,"12M_81,82,83",,,,,,19868,55176,2044,252,28,4,0,10,1,15,10,57,9,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
9624007,2018-10-11 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810176,"12M_81, 82, 83",,32,-,-,62,17689,52318,194,13,1874,104,677,88,56,0,9,45.0,16.70,0.065,0.861,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
4612314,2018-10-10 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810151,"6M_81, 82",,34,-,-,60,21246,47325,1348,64,123,21,561,111,79,16,28,55.0,24.20,-,-,NORMAL,21246,47325,1348,64,123,21,561,111,79,16,28,55.0,24.20,-,-,NORMAL,21246,47325,1348,64,123,21,561,111,79,16,28,55.0,24.20,-,-,NORMAL
4711343,2018-10-10 00:00:00,,Ekkarach W.,,FOCUS LAB,,81810150,6M,,,35,,,25122,56011,636,22,75,12,231,33,29,0,5,62.6,19,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,NORMAL
4711343,2018-10-10 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810150,"6M_81, 82",,34.4,-,-,60,25122,56011,636,22,75,12,231,33,29,0,5,62.2,19.00,-,-,NORMAL,25122,56011,636,22,75,12,231,33,29,0,5,62.2,19.00,-,-,NORMAL,25122,56011,636,22,75,12,231,33,29,0,5,62.2,19.00,-,-,NORMAL
EDP008001,2018-10-10 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,CMT-GLOW,81810174,"12M_81, 82, 83",,32,33,-,63,6837,45315,80,222,630,142,57,139,17,13,29,55,4.9,0.122,1.835,NORMAL,6837,45315,80,222,630,142,57,139,17,13,29,55,4.9,0.122,1.835,NORMAL,6837,45315,80,222,630,142,57,139,17,13,29,55,4.9,0.122,1.835,NORMAL
EDP008001,2018-10-10 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810174,"12M_81, 82, 83",,32,-,-,63,6837,45315,80,222,630,142,57,139,17,13,29,55.0,4.90,0.122,1.835,NORMAL,6837,45315,80,222,630,142,57,139,17,13,29,55.0,4.90,0.122,1.835,NORMAL,6837,45315,80,222,630,142,57,139,17,13,29,55.0,4.90,0.122,1.835,NORMAL
EDP011601,2018-10-10 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,CMT-GLOW,81810175,"12M_81, 82, 83",,33.5,35,-,63,10423,65553,73,120,508,205,38,106,20,12,24,54,4.9,0.229,3.8,NORMAL,10423,65553,73,120,508,205,38,106,20,12,24,54,4.9,0.229,3.8,NORMAL,10423,65553,73,120,508,205,38,106,20,12,24,54,4.9,0.229,3.8,NORMAL
EDP011601,2018-10-10 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810175,"12M_81, 82, 83",,33.5,-,-,63,10423,65553,73,120,508,205,38,106,20,12,24,54.0,4.90,0.229,3.800,NORMAL,10423,65553,73,120,508,205,38,106,20,12,24,54.0,4.90,0.229,3.800,NORMAL,10423,65553,73,120,508,205,38,106,20,12,24,54.0,4.90,0.229,3.800,NORMAL
PTE 1689/01,2018-10-10 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810177,"6M_81, 82",,31.5,-,-,64.8,12435,49677,880,122,3550,304,1636,301,144,3,37,40.0,32.00,-,-,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
510049,2018-10-09 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810171,"12M_81, 82, 83",,30.5,-,-,61.8,18707,55730,981,102,1844,149,664,130,63,7,16,48.0,20.70,0.064,0.528,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
510049,2018-10-09 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810172,"12M_81, 82, 83",,32,-,-,62,15792,52239,1086,118,2206,176,771,152,73,3,17,41.0,21.30,0.048,0.451,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
510049,2018-10-09 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810173,"12M_81, 82, 83",,32,-,-,62,19517,77544,1178,108,2106,195,817,167,78,3,17,43.0,21.00,0.043,0.496,NORMAL,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
PTE 1689/03,2018-10-09 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,CMT-GLOW,81810178,"6M_81, 82",,31.5,-,-,64.8,16786,46763,1442,219,2503,418,2030,420,194,5,56,39,24,0.004,0.278,NORMAL,16786,54333,892,145,2883,219,1747,220,62,3,40,60.3,25,0.005,0.644,NORMAL,19664,46763,858,137,2734,208,1617,203,57,2,37,74,27.6,0.012,0.616,NORMAL
PTE 1689/03,2018-10-09 00:00:00,,Mr. Ekkarach W.,Mr. Methee M.,FOCUS LAB,GLOW,81810178,"6M_81, 82",,31.5,-,-,64.8,16786,46763,1442,219,2503,418,2030,420,194,5,56,39.0,24.00,-,-,NORMAL,16786,46763,1442,219,2503,418,2030,420,194,5,56,39.0,24.00,-,-,NORMAL,16786,46763,1442,219,2503,418,2030,420,194,5,56,39.0,24.00,-,-,NORMAL
T012006,2018-09-17 00:00:00,,Ekkarach W.,,FOCUS LAB,,-,-,,34.8,-,-,50.7,16455,54089,1155,290,13682,1867,4051,1822,371,17,241,69.3,15.9,0.029,0.563,NORMAL,18747,79661,1279,326,13726,2367,5360,2274,493,20,268,62.2,20,0.03,0.546,NORMAL,7767,46070,1140,293,17538,2774,6267,2687,596,23,312,69.3,18.5,0.039,0.58,NORMAL
